M001 0.005442
M002 0.005939
M003 0.006251
M004 0.007630
M005 0.006184
M006 0.006797
M007 0.005748
M008 0.005857
M009 0.006478
M010 0.005533
M011 0.006356
M012 0.007325
M013 0.006234
M014 0.005539
M015 0.007047
M016 0.006484
M017 0.005974
M018 0.005664
M019 0.007920
M020 0.006175
M021 0.005663
M022 0.006106
M023 0.008150
M024 0.005910
M025 0.006623
M026 0.006997
M027 0.005796
M028 0.006196
M029 0.005583
M030 0.006098
M031 0.006494
M032 0.008757
