"x","y","m","ub","lb","ubb","lbb"
-3,-1.44018678536589,-1.44017154104353,-1.43996331446749,-1.44035669267988,-1.43992566247293,-1.44039809120924
-2.96778429670202,-1.36126211192882,-1.36129759636072,-1.36111090019158,-1.36148179501424,-1.3610838103789,-1.36152285827759
-2.9359165640364,-1.28320529948488,-1.28321001854279,-1.28304460681606,-1.28338401400819,-1.28299624573694,-1.28345494232649
-2.90378541465359,-1.20513108126276,-1.20508363023527,-1.20491972509317,-1.20525022948791,-1.20486880563511,-1.20529651797757
-2.87192398733128,-1.12787214673347,-1.12792364788948,-1.12777371948923,-1.12808873583381,-1.12770206399065,-1.12813985424911
-2.83983170704149,-1.05070696443916,-1.05067320106789,-1.05049053583973,-1.05084805931423,-1.050455374712,-1.05089999224153
-2.80771138743188,-0.973967465439756,-0.973966722143034,-0.973807189527725,-0.974136359632695,-0.973750624920769,-0.974168675659857
-2.77572598570574,-0.89793154438045,-0.897928419291769,-0.897753517750679,-0.89811969411507,-0.897700294608903,-0.89815575084306
-2.74376346679408,-0.822467810876457,-0.822490594412605,-0.822297131500044,-0.822679462124654,-0.822261432943674,-0.822719485179535
-2.71152719940022,-0.747165083013613,-0.747126190980685,-0.746964233284998,-0.747310652596654,-0.746912926521096,-0.747381977515287
-2.67964596718233,-0.673002907930786,-0.673026472547903,-0.672859559184844,-0.673208681825274,-0.672844300252698,-0.673261070379341
-2.64762450499948,-0.599287323023879,-0.599292031379798,-0.599133026536682,-0.599447382208664,-0.599103158308572,-0.599507993089643
-2.61546738450575,-0.526059791611729,-0.526039723029514,-0.525875580459856,-0.526213870252615,-0.525834324226815,-0.526276703371416
-2.58352592089978,-0.453898495434954,-0.45390490504098,-0.4537449797629,-0.454073635035416,-0.45368186351066,-0.454120586316936
-2.55144826079842,-0.382320841133231,-0.382314871002065,-0.382142966060856,-0.382497601530666,-0.382084822651933,-0.382536326796183
-2.51941821317083,-0.311647170716037,-0.311648785668485,-0.311471910379157,-0.311821969405715,-0.31141278404253,-0.311851509957624
-2.48731560378284,-0.241749664563439,-0.24174742464351,-0.241578301359223,-0.24190976664978,-0.241540303782608,-0.241985238346704
-2.45531197769732,-0.172929486493849,-0.172931743330432,-0.172768248993387,-0.173105628663583,-0.172727535960433,-0.173173178980325
-2.423313194799,-0.105097192027048,-0.105099635972135,-0.10492620234543,-0.1052661845745,-0.104892835564872,-0.105309247690392
-2.39126008093121,-0.0382123805783874,-0.038216291947891,-0.0380456538665657,-0.0383883068041468,-0.0379617115036046,-0.0384567984681745
-2.35922052265514,0.027570205592121,0.0275867119510587,0.0277507471240401,0.0274033853938171,0.0278036787602021,0.0273711952982558
-2.3271635458286,0.0922471200517343,0.0922195492254188,0.0923905682787927,0.0920544308823779,0.0924122918781216,0.0920146969004418
-2.2950777087766,0.155774478093206,0.155794636754129,0.155955629058098,0.155636199881195,0.155990210227885,0.155587175796586
-2.26304604621685,0.217971139697604,0.217965641624709,0.218136199169668,0.217796012064347,0.218215884546784,0.217764819995054
-2.23099212905623,0.27888082754056,0.278871755987722,0.279039080958253,0.278699548945537,0.279076218235092,0.278646934693512
-2.19893947015214,0.338393614590651,0.338408468688678,0.338572832137619,0.338222808849525,0.338611965612205,0.338180487392365
-2.16691666582166,0.39637951956954,0.396371383211749,0.396552445088253,0.396176454168813,0.396589514855761,0.396125397672323
-2.13489602535887,0.452764613285256,0.452770516038051,0.45295164361261,0.452582248918077,0.453015627297762,0.452529090093638
-2.10286795661791,0.507435352491386,0.507422809914323,0.507589241394569,0.507259252991385,0.507647018159944,0.50721503084842
-2.07078549626261,0.560313739127036,0.560318733718492,0.560485395619119,0.560180659850316,0.560514947337031,0.560118202186483
-2.03876880295534,0.611050833156512,0.611040618307542,0.611210269703432,0.61086935702253,0.611235552560805,0.610783880995129
-2.00674016856326,0.65961057690738,0.659604880514803,0.659772188605432,0.659444334413425,0.659836312413114,0.659385798050683
-1.97469413473523,0.705821054571979,0.705881971043424,0.706069781549138,0.705716757210994,0.706107386884914,0.705642868820837
-1.94263823701496,0.749493585578499,0.749396298953397,0.749576785019771,0.749211178956025,0.749607488375032,0.74915499155188
-1.91058948901646,0.790385782904484,0.790430302061641,0.790610619947704,0.790246764115289,0.790656559910264,0.790203481281715
-1.87857148163204,0.828200257884543,0.828241312438874,0.828390577749807,0.828080953494495,0.828426078303268,0.828015372618155
-1.84652050997808,0.8638983798674,0.863809043306583,0.863969315938944,0.863632043057004,0.864009037573602,0.863589305934217
-1.81448617578146,0.895431640685539,0.895497751649601,0.895659066720716,0.89532108088075,0.895714781073748,0.895293931751069
-1.78243710033057,0.923542782267116,0.923497271055942,0.923666900849431,0.923331378829842,0.923702433179279,0.923253007137452
-1.75038589765542,0.947977056011557,0.948041861656309,0.948206084765181,0.947854157538955,0.948248291541078,0.947821415367825
-1.71835314213249,0.968231056617897,0.968136021054142,0.968323325360586,0.967976697731443,0.968410938133292,0.967934741026783
-1.68630147043969,0.985789215725192,0.985908398539337,0.986093621542355,0.985725069896271,0.986125933329677,0.985649101855035
-1.65427348722582,1.00131976284455,1.00125618838276,1.0014247634584,1.0010852737364,1.00148550788815,1.00103368807296
-1.62222036371202,1.01437104650513,1.01436733861426,1.01453128473804,1.01419115273569,1.0145805884209,1.01411660930014
-1.59018518310702,1.0256700266527,1.02570347499875,1.02588397492614,1.02553965102944,1.02592519641939,1.02547351581497
-1.55814782422671,1.03760973377192,1.03755703551617,1.0377805469652,1.03738202129699,1.03784918020773,1.03730024106268
-1.52610447441903,1.05202255378109,1.05208952306114,1.05226767067525,1.0518823806565,1.05232655285128,1.05184451666923
-1.49406357543345,1.06941125750814,1.0693299897317,1.06954302330744,1.06910600381614,1.06965000729901,1.06905298717507
-1.46201728855498,1.08992498982217,1.08997053427059,1.09023588487134,1.08971367770793,1.09034455874046,1.08962456578114
-1.42998273435848,1.11350623500277,1.11349193259122,1.11376219154957,1.11322058157519,1.11381152726129,1.11315328444611
-1.39794000867204,1.1393125596945,1.1392577409788,1.13952540192312,1.13900843910046,1.13959336521318,1.13891715277463
-1.38643300122872,1.14829755204096,1.14835861590271,1.14860989493955,1.14811171794581,1.14866833723429,1.1480497289733
-1.37522302862101,1.15661232969199,1.15669662237084,1.15698334429857,1.1563819562642,1.15705287983007,1.15626334690303
-1.36430518910808,1.16442760514302,1.16415306512556,1.16468447365106,1.16365096623364,1.164845250698,1.16347958937178
-1.35364529397924,1.15838304280705,1.17057655474925,1.17156743745427,1.16957967034628,1.17207485137388,1.16928027926464
-1.34324079312252,1.16484442727434,1.17596162067057,1.17767785098659,1.17430203696408,1.17833538082903,1.17389505168235
-1.33307973464051,1.17136213318034,1.18062029618873,1.18330137983391,1.1782803242053,1.18381074986412,1.17767766590051
-1.32315098647328,1.17743760749766,1.18440842887914,1.18781439090963,1.18136631900324,1.18845409587485,1.18053089903258
-1.31344416308943,1.18263226174758,1.18722689208897,1.19100108424219,1.18379204859972,1.19205937911035,1.18202347250324
-1.30395830475792,1.18654906790373,1.18919933212607,1.1935837969231,1.18547251243935,1.19464117659123,1.18325187540487
-1.29466665587824,1.18898280721465,1.19042071105661,1.1950357892018,1.18636751218119,1.19638011917516,1.18432692961446
-1.28556964314621,1.19000647036672,1.19093786365921,1.19580062472238,1.18678625298477,1.19701453754917,1.18537134194352
-1.27665927933422,1.19007456192608,1.19079854835738,1.1955857924277,1.18670553820073,1.19712917480661,1.18537123908442
-1.26792805900013,1.18952182821895,1.19002941173462,1.1944756436533,1.18579623438312,1.19615959912797,1.18486904028347
-1.25936892050167,1.18860882607178,1.18863767083246,1.19308746927206,1.18450194032505,1.1948240583814,1.18346932159351
-1.25098295208209,1.18768879303746,1.18661638262538,1.19105901584853,1.18242447517457,1.1926944659121,1.18178192304204
-1.2427482538279,1.18673942160169,1.18407914950619,1.18845840253607,1.18003318011461,1.18958695028378,1.17931004901478
-1.23466679340549,1.18532500311186,1.1811516256409,1.18549290194468,1.17692956925763,1.18625928240155,1.17629615129463
-1.22673297170539,1.18300558535863,1.17796574076664,1.18192658465601,1.17386293768025,1.18294678231829,1.17322562393004
-1.21894149099658,1.17952607146708,1.1746742441744,1.17843797999983,1.17090152518095,1.17953839977309,1.16994273513127
-1.21128733367774,1.17495465641175,1.17143556332492,1.17498625965798,1.16763875332573,1.17636739205001,1.16686310471595
-1.20377268597056,1.16985032329908,1.16841744098655,1.17191695697479,1.16468073221123,1.17328592775337,1.16354053563199
-1.1963790305553,1.16470756091126,1.16576527273418,1.16930783029448,1.16192366478775,1.17019004369735,1.16075940536905
-1.18910914440686,1.16005086191658,1.16361109398853,1.16720599359609,1.15977521607951,1.16781646379991,1.15880571563708
-1.18195895188017,1.15672802373891,1.16199772826156,1.16553236825934,1.15824241646129,1.16633094736138,1.15743381569272
-1.17492457538632,1.15543113157657,1.16114107402126,1.16470373896121,1.1574529897602,1.1657554692885,1.15646451345268
-1.16800871701733,1.15635609432675,1.16108316109337,1.1646905035937,1.15755968075135,1.16589940672351,1.15637139502165
-1.16119497035825,1.15899360975944,1.16180900792523,1.16544054887784,1.15807387552831,1.16662030619289,1.15721412962915
-1.15448647693111,1.16226833705197,1.16325799463342,1.16685847443024,1.1596050932898,1.16827757106962,1.15873788239733
-1.14788003440706,1.16521078228497,1.16534173003581,1.16884988873331,1.16189526876631,1.1700761605131,1.16039500313242
-1.14137258441628,1.16791399403839,1.16793419165572,1.17164061476218,1.16465762551016,1.17252339330972,1.16301852719236
-1.13496120404636,1.17097848394828,1.1709089665719,1.1744843143639,1.16755641153657,1.17533915366832,1.16571348466441
-1.12864893819434,1.17484891143958,1.17414127567205,1.17768289274761,1.17081920820781,1.17847176448176,1.16917162499408
-1.12242134816023,1.17912864415519,1.17753337174959,1.18090838365566,1.17424174556083,1.18187521531278,1.17283993392196
-1.11628179803604,1.18325954611188,1.18097468855757,1.18440653333184,1.17760392925637,1.1852889210638,1.17653252365692
-1.11022783322855,1.18688653389029,1.18441676202391,1.18777614097526,1.18107049939154,1.18864298690043,1.18035213654506
-1.10425710038758,1.18993254489926,1.18779016963462,1.19103855475609,1.18459707633208,1.19169302718032,1.18399992721435
-1.09836734191354,1.1924139492104,1.19098339908078,1.19407327798227,1.18775223008044,1.19474518098636,1.18721622769326
-1.09256176539836,1.1944507072675,1.193941140696,1.19694068859262,1.19091979739078,1.19776515625659,1.19021062607865
-1.0868274700781,1.19623405713403,1.19663663837096,1.19964289083488,1.193742131778,1.20020821507132,1.19290699290607
-1.08116790307077,1.19791835768177,1.19903428382155,1.2020159986647,1.19603915120896,1.2025400479759,1.19546179407008
-1.07558114171327,1.1995837495371,1.20110771699174,1.20400812585463,1.19803231270335,1.20463616856602,1.19740064412132
-1.07006533660248,1.20125944299056,1.20286365632131,1.20568718632602,1.19986998295127,1.20636068430848,1.19890565258027
-1.06462374762993,1.20284258911904,1.20426838579613,1.20707545879994,1.20111091982835,1.20779308928788,1.20028599733792
-1.05924451965725,1.20431733197691,1.20533562067417,1.20818983907138,1.20239445755342,1.20891264854132,1.20137258882978
-1.05393110515915,1.20572868493338,1.20605084740732,1.20885074611884,1.20302034695031,1.2094581008323,1.20239788240096
-1.04868191315925,1.20702770753873,1.20643025291838,1.20926147223324,1.20350097989424,1.20981987892762,1.20270651917201
-1.0434954096833,1.20785768791856,1.20647167162835,1.20921543321405,1.20376443153414,1.20982434673752,1.20301680187324
-1.03837011506828,1.20797708917169,1.20619440553686,1.20894411967708,1.20346953520773,1.20949200092225,1.20270764289454
-1.03330929054734,1.20731525496339,1.20561089721552,1.20835812387783,1.20293409373874,1.20905485551553,1.20226623800265
-1.02830212563372,1.20607087664954,1.20475686356459,1.20753020192516,1.20210971562267,1.20802713035852,1.20151443182745
-1.02335203305773,1.20447313521455,1.20368211032884,1.20651281324146,1.20108466622329,1.20695002857821,1.20017218099075
-1.01845772643168,1.20277819238607,1.20241363968726,1.20521565765142,1.19984652283679,1.2057998847022,1.19874146389801
-1.01361796237566,1.20128447861606,1.20102321694053,1.20384343679675,1.19835662828312,1.20469426360263,1.19738038076556
-1.00883153862144,1.20026157442228,1.19955779237304,1.20225305890208,1.19697049713183,1.20316900125175,1.19618343788483
-1.00410167635356,1.19934887658529,1.19805053608948,1.20070667780425,1.19550107603128,1.20155061329746,1.19477010798984
-0.999418434955866,1.19788532742174,1.19658352198326,1.19911266518996,1.19401217592824,1.20015079371794,1.1934590465485
-0.99478515727353,1.19548960172874,1.19518833934302,1.19759056572515,1.19278714389532,1.19868174973935,1.19197055699378
-0.990200788462757,1.19279718216329,1.19391199699907,1.19638347877896,1.19164930751446,1.19710366027134,1.19068909459669
-0.985664306736207,1.19082697505012,1.19280519342507,1.19513311771826,1.19057070223326,1.19570839316333,1.18987214502131
-0.981174721996049,1.19027988801681,1.19190360953266,1.19427325364129,1.18962695249127,1.1948303796645,1.18893708860078
-0.976735190935752,1.19067680298831,1.19121924719361,1.19358515851396,1.18898622729588,1.19418272632909,1.18810547482963
-0.972336508731838,1.19124314929976,1.1907859682454,1.19319964683629,1.18852254492387,1.1937646117466,1.18777244819312
-0.967981931539846,1.19148508307774,1.19059931111031,1.19292337862282,1.18825940662554,1.19356836904036,1.18758186889671
-0.963670583662626,1.19135025360737,1.19067213343817,1.19298326601539,1.18832091166338,1.19364529126632,1.18760851049758
-0.959401615227089,1.19086631083812,1.19100960901745,1.19331482349434,1.18869523320037,1.19398469134305,1.18795345050234
-0.955178118240915,1.19024688617292,1.19157139756387,1.19384936574719,1.18926680760294,1.19457350783943,1.18857242522403
-0.95099141980682,1.18980266086522,1.19236152100425,1.19454105292603,1.18999356895396,1.195218791623,1.18962401026498
-0.946844697038121,1.18986778132044,1.19334606867637,1.19548007774161,1.19103780873106,1.19602141408825,1.19062644801341
-0.942737193753622,1.19080122129775,1.19450731802005,1.19647129199382,1.19244934662841,1.19706210359277,1.19178672301579
-0.938668175027183,1.19277975251905,1.1958018629643,1.19768724431494,1.1939124875502,1.19827564479383,1.19305626563137
-0.934636926398511,1.19570068678318,1.19720508480438,1.19911505805989,1.19537885265812,1.19961589727659,1.19459014009885
-0.930646455056327,1.19903108966776,1.19866040615446,1.20047885893845,1.19686633902994,1.20101785192689,1.19617911154673
-0.92668864779241,1.20216497078695,1.20013655250924,1.20193969369185,1.19835968442129,1.20245757680659,1.19778603741429
-0.922766583284859,1.20465717232479,1.2015948284922,1.20349262608647,1.19974466325323,1.20372495828474,1.19917652345322
-0.918879621725408,1.2064347995885,1.20300620353004,1.20474560834971,1.20112490156931,1.20514982410875,1.20064235571759
-0.915027140332707,1.20746954386273,1.20433643324807,1.20612982195686,1.20245859060564,1.20659925552846,1.20184742144998
-0.911208532753458,1.20787845869241,1.20557227628571,1.20740627002177,1.20372738541689,1.20778621943032,1.20325766507922
-0.907426717698978,1.2079643957699,1.20668955607794,1.20859588735263,1.20475801206511,1.20890606892952,1.2044323016896
-0.903674071368303,1.2081797340206,1.20768785892869,1.20963140791231,1.20581694243185,1.20988166766599,1.20541479457105
-0.899953573269405,1.20861898962591,1.20857661958399,1.21042802562353,1.20677741390533,1.2107685906561,1.20640042698949
-0.896264677261667,1.20908754348705,1.20934070165792,1.21120139840224,1.20764883153796,1.21154916838016,1.20725412726122
-0.892606851004256,1.20944525167905,1.20999081672271,1.2117674610622,1.20832092927033,1.21216714348155,1.20792322869895
-0.888979575495085,1.20979864815109,1.21052068068267,1.21223706766969,1.20878257168975,1.21269144159121,1.20847122715459
-0.885385680185537,1.21012915572393,1.21094348756225,1.21262602599534,1.20929925761311,1.21308493617714,1.20898465481683
-0.881817973040905,1.21041033613831,1.21126881192787,1.21297518866509,1.20962517075373,1.21331229903089,1.20932768748055
-0.878279335784035,1.21068795148678,1.21150289836403,1.21313545205905,1.20988201627956,1.21347848076324,1.20957304199832
-0.87476929851481,1.2110436061701,1.2116698752476,1.21328522419785,1.21013632992115,1.21369728568285,1.20972687182131
-0.871287402635374,1.21153295613599,1.21177570301551,1.21337892663012,1.21024546388424,1.21374311734243,1.20974758725196
