"","x"
"1",9.03076432254765e-05
"2",0.000573780235752673
"3",0.000101430967336252
"4",0.000400003010210524
"5",0.000108770608813217
"6",0.000102949863134545
"7",0.000160299794635579
"8",0.000181991712169529
"9",0.000112461889069056
"10",0.000185307107078793
"11",7.14835924421338e-05
"12",0.000510052091215402
"13",0.000276800578966389
"14",0.000169237119683022
"15",0.000179162455108019
"16",0.000162673339625437
"17",0.000288847897513296
"18",0.000152574725470179
"19",0.000112544431500795
"20",9.19424444018645e-05
"21",0.00025502624170816
"22",0.000498321123435796
"23",0.000151552401814961
"24",9.30507710722753e-05
"25",0.00012307259513771
"26",0.00018902722321849
"27",0.000169647426572761
"28",0.000184038034351944
"29",0.000171553007284002
"30",0.000140797975293506
"31",7.20736389847201e-05
"32",0.000284453031696617
"33",0.000171640473250292
"34",0.000147239989630816
"35",0.000373188092800725
"36",0.000345574844686824
"37",0.000194511996563545
"38",0.000422421759076386
"39",0.000401849245014913
"40",0.000244077029928872
"41",0.000260212802666227
"42",0.000292991045899478
"43",0.000110399524161538
"44",0.000306810437239784
"45",9.62720008440405e-05
"46",0.000172506929740793
"47",0.000203321962390193
"48",0.00016957852051107
"49",0.000159747348981457
"50",0.000169554388720784
