"","x"
"1",0.000557391754622186
"2",0.00124902101800248
"3",0.000863809400331447
"4",0.000535205505707753
"5",0.000366394210623376
"6",0.00067380333655137
"7",0.000937783477923021
"8",0.000413458291240184
"9",0.000441787730944445
"10",0.000379135692594171
"11",0.00135598141887871
"12",0.000546230322408856
"13",0.000469083968122752
"14",0.000889224307407956
"15",0.000749023508480723
"16",0.00115023249069253
"17",0.00120850054868342
"18",0.00123122099350705
"19",0.000807031137911245
"20",0.00092501957790063
"21",0.000537741524936443
"22",0.000399001660856935
"23",0.000732841742432455
"24",0.000550708350353462
"25",0.000642632926601883
"26",0.000282951493489894
"27",0.000537982723528233
"28",0.000535336305962608
"29",0.00048274295122458
"30",0.00110252681425341
"31",0.000871331618694583
"32",0.000590874282091799
"33",0.000839893112056265
"34",0.0010140319215329
"35",0.000978022215884451
"36",0.00126078477430164
"37",0.000551513686187183
"38",0.00103469551477176
"39",0.000529124969025903
"40",0.000595079223617085
"41",0.000504698478900148
"42",0.000708990421252928
"43",0.00101959693153457
"44",0.000977746862650154
"45",0.000641661430753438
"46",0.000479150389772418
"47",0.000660496601410184
"48",0.000622692469446244
"49",0.000460480482681403
"50",0.000930684547187874
