"","x"
"1",0.0023914707471988
"2",0.00180431373844069
"3",0.00181226136631647
"4",0.00130475976620176
"5",0.000659914069196815
"6",0.00111244694192687
"7",0.00267844439422964
"8",0.000726168538262844
"9",0.00170845798219897
"10",0.00226994257683832
"11",0.00157492126383292
"12",0.000873162704174099
"13",0.000974435116400054
"14",0.0012338811381028
"15",0.000966484012545097
"16",0.00237923190730917
"17",0.00202004958233346
"18",0.00125199092799667
"19",0.00133917600506322
"20",0.00227464175921621
"21",0.000908886635402852
"22",0.0022571062915515
"23",0.00129465409288431
"24",0.000667030277548978
"25",0.000951031558259544
"26",0.00124747071886846
"27",0.00198550825801543
"28",0.00250646408667554
"29",0.00127948502258944
"30",0.00146942043187047
"31",0.00196286891802625
"32",0.000967111335728885
"33",0.000901768384931517
"34",0.00136055429588642
"35",0.00121438998488851
"36",0.00256329694210661
"37",0.00251978139859792
"38",0.00147592921246422
"39",0.00225947566003147
"40",0.00162664500731722
"41",0.0014775257253341
"42",0.000977891257923043
"43",0.00207154027548474
"44",0.00125270602674976
"45",0.0012967138007933
"46",0.000688277305723494
"47",0.00133945505796837
"48",0.000802495647966846
"49",0.00102860122214162
"50",0.00287375972857957
