"x","y","m","ub","lb","ubb","lbb"
-3,-1.44757888329303,-1.44756017955133,-1.44736020227592,-1.44775394821848,-1.44731738603029,-1.44780450821955
-2.96778429670202,-1.37138110908693,-1.37142010960465,-1.37124443498932,-1.37160200190132,-1.37118424773576,-1.37164882243877
-2.9359165640364,-1.29581703592351,-1.29580526040029,-1.29561907780908,-1.2959926300739,-1.29558103078831,-1.29603329776393
-2.90378541465359,-1.21999619311772,-1.21996030039511,-1.21979331969159,-1.22014132498462,-1.21975995869032,-1.22021094298816
-2.87192398733128,-1.14474441132498,-1.14480301476977,-1.14464128722035,-1.14497853772134,-1.14459401614112,-1.14501687333254
-2.83983170704149,-1.06934247106765,-1.06931643152972,-1.06914733896059,-1.06949421069531,-1.06909930017518,-1.06952730288909
-2.80771138743188,-0.994132339968164,-0.994129189620956,-0.993948771507329,-0.99430779694473,-0.993891231560063,-0.994378090026105
-2.77572598570574,-0.919401455618771,-0.91941132041474,-0.919238301847593,-0.919588110798286,-0.919196528516529,-0.919619862408051
-2.74376346679408,-0.845021176632773,-0.845032486420874,-0.844851104778098,-0.845208665063013,-0.844799744608143,-0.845274798740048
-2.71152719940022,-0.77060306058309,-0.770569312818717,-0.770401239950882,-0.770735436162146,-0.770354370944177,-0.770795063462382
-2.67964596718233,-0.69714080480401,-0.697157802355615,-0.696999005488509,-0.697334480805676,-0.696964743385792,-0.697374012652187
-2.64762450499948,-0.6239444941035,-0.623949917767947,-0.623774551442134,-0.624129804763029,-0.623659152618605,-0.62418321527329
-2.61546738450575,-0.551081816038016,-0.551075914092686,-0.55090283390145,-0.551267608859248,-0.550826144000179,-0.55134637636038
-2.58352592089978,-0.479147777861828,-0.479147087750406,-0.478959597219519,-0.479328951444597,-0.478910333477349,-0.479374022695919
-2.55144826079842,-0.407670642118155,-0.407686834877564,-0.407505405248339,-0.40786295053361,-0.407454526825729,-0.407930724173227
-2.51941821317083,-0.337001608982983,-0.336990805191495,-0.336820867501376,-0.337155813325411,-0.336766999748377,-0.337210989264396
-2.48731560378284,-0.267022013912301,-0.267019993107019,-0.266856110655224,-0.267177970681748,-0.26681697255882,-0.267255242371121
-2.45531197769732,-0.198060351887389,-0.198066404990825,-0.197890907690464,-0.198240659766989,-0.197850684083328,-0.198312493313866
-2.423313194799,-0.130045750959108,-0.130040315525245,-0.129866644545599,-0.130222234348886,-0.129816173065858,-0.130269032397041
-2.39126008093121,-0.0629582552362904,-0.0629555405798061,-0.062770693080052,-0.0631419649943823,-0.0626902119253099,-0.0631643251787444
-2.35922052265514,0.00303061111746805,0.00303420379815567,0.00321038557767461,0.00284383359873952,0.00329756727198638,0.00280775718389092
-2.3271635458286,0.0678938851741409,0.0678805344103564,0.0680514394337304,0.0677029655231043,0.0681125849771691,0.0676551120249909
-2.2950777087766,0.131585478147155,0.131607505908581,0.131769665966896,0.131420315288341,0.131804990218684,0.131373897406151
-2.26304604621685,0.193907306209899,0.193907989117731,0.194066666521297,0.19374664573559,0.194103275249878,0.193697878475565
-2.23099212905623,0.254895159910247,0.254887406198565,0.255064480196512,0.254710826059269,0.255110825740035,0.254625412998293
-2.19893947015214,0.31444288483944,0.314464952604615,0.314644518574166,0.314287007030353,0.314701640732972,0.314227358539667
-2.16691666582166,0.372427707622188,0.372405650614757,0.372583828496601,0.37222266553474,0.372655645779867,0.372181871312918
-2.13489602535887,0.428801952716721,0.428825257795523,0.42899801802436,0.428651575396883,0.429060501094649,0.428593627691717
-2.10286795661791,0.483480857377905,0.483462680127041,0.483631888974471,0.483267046299832,0.483682348109162,0.48320941546428
-2.07078549626261,0.536422503570911,0.536437000208889,0.53659766908737,0.536265324202123,0.536657329654401,0.536210188809407
-2.03876880295534,0.587318870065757,0.587324078953034,0.587492034609021,0.587172016238934,0.587523444634212,0.587110593701561
-2.00674016856326,0.636118629021717,0.63611219876864,0.636288108578727,0.63593641628545,0.636330624503615,0.635904924748204
-1.97469413473523,0.682641617056512,0.682668728660306,0.682862471063935,0.682505211137814,0.682936724331402,0.68247229638491
-1.94263823701496,0.726677819463523,0.726650235234106,0.726831553711768,0.72647339594551,0.726888601959491,0.726425551631439
-1.91058948901646,0.767980078679092,0.767996418673663,0.768172917599419,0.767814500243706,0.768200692609917,0.767771729921933
-1.87857148163204,0.806327389802835,0.806314687594602,0.80650160222209,0.806136875212504,0.806549987695738,0.806076860688555
-1.84652050997808,0.841630845432169,0.841635506713945,0.841794476744484,0.841452641475364,0.841834984413426,0.841416535709626
-1.81448617578146,0.873650047944318,0.873652784645293,0.873823991676182,0.873479737592808,0.873858470001479,0.87342300430569
-1.78243710033057,0.902295702731227,0.90221128050487,0.902375750017955,0.902032098012967,0.90242858428366,0.902000924144076
-1.75038589765542,0.927489773418254,0.927681966997246,0.92785812077743,0.927495414721664,0.927922333545569,0.927449317650608
-1.71835314213249,0.950704852396607,0.950491219034791,0.950698323386977,0.950299446718554,0.950783753920228,0.950266147347565
-1.68630147043969,0.969470011362761,0.969596011251962,0.969760283408897,0.969425471292315,0.969825631287728,0.969363925020853
-1.65427348722582,0.985367904845189,0.985332935907811,0.985507649593918,0.985163119485396,0.985595648743457,0.985129117196172
-1.62222036371202,0.998631343425936,0.998589765809535,0.998754313675499,0.9984311997721,0.998827423327741,0.998359540373935
-1.59018518310702,1.0099461742213,1.00997933969265,1.01013777979479,1.00980620909973,1.0102145301963,1.00973864705332
-1.55814782422671,1.02154062997069,1.02152553588327,1.02173571254434,1.02133861907984,1.02176457706719,1.02131798420606
-1.52610447441903,1.03544074849297,1.03547557312128,1.03567632388205,1.03527605171995,1.03573361442972,1.03520376833461
-1.49406357543345,1.05159858793436,1.05155211791396,1.05177064154377,1.051327831408,1.05182147156094,1.05127719661718
-1.46201728855498,1.07085834762091,1.07088386273849,1.07111976610237,1.07064786773687,1.07119187166075,1.0705896154044
-1.42998273435848,1.09230345541818,1.09227622665188,1.09252434450646,1.09201261747126,1.09259052344696,1.09195775386149
