"","x"
"1",0.000112403856710513
"2",9.26175134270625e-05
"3",9.76895481011922e-05
"4",0.000109763564389227
"5",6.74186974494036e-05
"6",4.40061344541992e-05
"7",6.29616444404552e-05
"8",0.000201148343751083
"9",0.000128094052541085
"10",0.000103067969853242
"11",7.93565466081819e-05
"12",0.000120125251731774
"13",7.80450067752604e-05
"14",6.72290828696224e-05
"15",0.000158307444226157
"16",8.50410273463872e-05
"17",0.000100437612256233
"18",0.000129816847057601
"19",7.24546780243484e-05
"20",0.000138469608552758
"21",0.000104649765617597
"22",8.30549886487686e-05
"23",7.63750628844985e-05
"24",0.000129403011557304
"25",9.95924264514333e-05
"26",0.000135609525888661
"27",0.000143444030452944
"28",8.87565085766928e-05
"29",0.000139744791415564
"30",8.50811145768194e-05
"31",7.63414937931087e-05
"32",0.000117225812862986
"33",0.000236976861160392
"34",5.32005328451286e-05
"35",0.000109225112112935
"36",0.00016336871468749
"37",0.00011550202073894
"38",0.000125251297821115
"39",0.000120457918007209
"40",0.000165442842880559
"41",0.000166061320571277
"42",0.000205392313796023
"43",6.12951335469019e-05
"44",0.000127449769015235
"45",0.000211044025793128
"46",6.63535967342143e-05
"47",0.000178352790646608
"48",0.000171583788024295
"49",0.000158397701668408
"50",0.000138881475062411
