"M001","M002","M003","M004","M005","M006","M007","M008","M009","M010","M011","M012","M013","M014","M015","M016","M017","M018","M019","M020","M021","M022","M023","M024","M025","M026","M027","M028","M029","M030","M031","M032","M033","M034","M035","M036","M037","M038","M039","M040","M041","M042","M043","M044","M045","M046","M047","M048","M049","M050","M051","M052","M053","M054","M055","M056","M057","M058","M059","M060","M061","M062","M063","M064","M065","M066","M067","M068","M069","M070","M071","M072","M073","M074","M075","M076","M077","M078","M079","M080","M081","M082","M083","M084","M085","M086","M087","M088","M089","M090","M091","M092","M093","M094","M095","M096","M097","M098","M099","M100","M101","M102","M103","M104","M105","M106","M107","M108","M109","M110","M111"
1.32889081029859,1.16588302464709,1.26168585615496,1.3033471074167,1.01035780331789,1.36793612012558,1.05718688995665,1.07359102746363,1.18147562965839,1.03118847836666,1.20078581398682,1.05396767962852,1.16844829876465,1.35713594267442,1.32184292639645,1.19715121845326,1.05819419844325,1.222306018464,1.13053506065597,1.1207021797996,1.25202118748074,1.11438750195516,1.04173501840189,1.01173213327142,1.34781502481913,1.16531525631597,1.20094936647874,1.28842693690726,1.24123492489577,1.23379449304123,1.14433744213078,1.16743785574728,1.06033268640293,1.1742072305228,1.20948507773483,1.30778147148441,1.32989529666093,1.19018249239767,1.19145090968345,1.09784076228902,1.12998688489225,1.25267451445193,0.965363168565699,1.26044028254566,1.10897921527549,0.988567928747671,1.08531466098344,1.17608287078825,1.21116909953409,1.18143010761228,1.16097021129356,1.05520820622673,1.07341561904852,1.32533623464089,1.04564713096674,1.25185703953302,1.12073140592518,1.1569588602736,1.08433040425132,1.42751259326215,1.11483811074658,1.26643016415678,1.2850785476602,1.23653382544796,1.3940726133856,1.20720025218683,1.09272467829302,1.07350524864161,1.29348690720877,1.13860975388115,1.0216405694208,1.31447057923076,1.21244200969312,1.19796312680854,1.20153953042073,1.22480947441394,1.09505024800985,1.06910401014776,1.22385738900242,1.13742221706972,1.1210223655958,1.13271142107594,1.1791589437771,1.17630435099024,1.12182175362538,1.21099749254043,1.22951814151632,1.37829676153265,1.34199606313243,1.2258495235569,1.21644847346865,1.12741091297202,1.16318394755789,1.13898902497303,1.28843752300748,1.1518500914371,1.16098715967075,1.15351415566916,1.33471391768729,1.31085142617839,1.10631542790059,1.14414890222444,1.22725419826145,1.07341935694428,1.37022545585109,1.34531089588436,1.09684061557002,1.05959430639347,1.32440357076185,1.15711931686006,1.17419835930571
1.32840222438667,1.16538437300961,1.26130793407208,1.30282021921504,1.00958891147506,1.36910487065607,1.05717424270803,1.07310932520203,1.18105631291834,1.03046543717116,1.19989701953071,1.05305461890432,1.16698732239739,1.35740428378069,1.32202165049639,1.19679801109991,1.0585960461132,1.22140097425378,1.13038383114374,1.11990235857916,1.25169895226566,1.11365040600913,1.04114184089782,1.00939211275855,1.34806143593137,1.16536010402934,1.20079673709989,1.28869137562349,1.24038999759768,1.23274031644127,1.14356665264209,1.16780434091943,1.06046714836973,1.17354380371272,1.2091868811159,1.30689374986829,1.32972026502051,1.18962714504605,1.19229191343873,1.09715265311113,1.13026726263743,1.25186480950725,0.963819866507956,1.26020047906507,1.10756025948658,0.9876048649039,1.08467540463711,1.17506562537008,1.21185759064869,1.17917810100842,1.16041242153716,1.05451868342575,1.07346321193913,1.32543059005423,1.04421234524307,1.25169374039053,1.1201645619935,1.15776939850461,1.08302784763999,1.42756035015451,1.11461555216881,1.2659610101435,1.2849146645476,1.23640161931877,1.39432677134759,1.20671148054222,1.09262932639458,1.07255455718442,1.29332113175194,1.13724767998117,1.02055258294768,1.3147120756517,1.21127952710736,1.1971141891208,1.20102717607491,1.22450680224161,1.09508295915453,1.06896882275471,1.22344310426174,1.13723765653209,1.11915223046956,1.13271099964822,1.17837375603892,1.17656214407776,1.12051874914821,1.21137530337399,1.22914125433777,1.37829433700261,1.341923616909,1.22514737225793,1.2161727443959,1.12673000204958,1.1625492734088,1.13697714284538,1.28852416740671,1.15213134886976,1.1601318803113,1.15296941260831,1.33552994230484,1.31110180842178,1.10542383869601,1.14348265174895,1.22765242973147,1.07366621945576,1.37011356977371,1.34488845053993,1.09674778976864,1.05891531409774,1.32477053468477,1.15635377567749,1.17496322344937
1.32821448104162,1.16552575038502,1.26124239488541,1.30291515323626,1.00920073522884,1.3706363321015,1.05751684076017,1.07353374447633,1.18107408926093,1.03052512280393,1.19976625591337,1.05282582521212,1.16586429495353,1.3582437256448,1.32266206622228,1.19660499926902,1.05974422688251,1.22071832592423,1.13105610827368,1.11950615036883,1.25172077281163,1.11349816380103,1.04115556369153,1.00735276501494,1.34906117981758,1.16604754813563,1.20133104597646,1.28955505131377,1.24020834418726,1.2323512885992,1.14341576610506,1.1686643455418,1.06127195388002,1.17341795004309,1.2093882672124,1.30636656756721,1.3299122450238,1.18965377646097,1.1937676186608,1.09686760473093,1.13119671195408,1.25182225632855,0.962862032706752,1.26048669416543,1.1067858051535,0.987219088705619,1.08448699350764,1.17467183982538,1.21299656362385,1.17756546013381,1.16026875449007,1.05446319091472,1.07418467435903,1.3260155708478,1.04350415635862,1.25179851282707,1.11998109395347,1.15929767746123,1.08209013203245,1.42803968470279,1.11500580739546,1.2661811088135,1.28509772202204,1.23663074412496,1.39508215107092,1.20666517153532,1.09283820957225,1.07211545299082,1.29364080163172,1.13631462548838,1.02015504919957,1.31553350538566,1.21093126957331,1.19670126222125,1.20092473673849,1.22466570100199,1.09563325804291,1.06929960430108,1.22362815604539,1.13743883233257,1.11785599841062,1.13311695527212,1.17818208794796,1.17754534617259,1.1196487287402,1.21242417749173,1.22934250935904,1.3789768323462,1.34219609528412,1.22492791674297,1.21659966537136,1.12650175789332,1.16255300586473,1.13539859980267,1.28901626697992,1.15288633201144,1.15985123572908,1.15313594054995,1.33700637982273,1.31195113660012,1.10490562320432,1.14306287743472,1.22871413670691,1.07444379593158,1.37038710412332,1.34493243649497,1.09706571956289,1.05883094591483,1.32556153496862,1.15616612352456,1.17641324737838
1.32834824219359,1.1663230972849,1.26151424953664,1.30361265669001,1.00925109588427,1.37247509864699,1.05823655555136,1.07481414016604,1.18153800857747,1.03134169500718,1.20039543197425,1.05327064541963,1.16513357067998,1.35966798893901,1.32373401083782,1.19662229517658,1.06160363271404,1.22030964924412,1.13252409689022,1.11950965374606,1.25213782646105,1.11389535527442,1.0417658452945,1.00566192774794,1.35075890589132,1.16732164985306,1.20255721897311,1.29094914512436,1.2406523409912,1.23261053615906,1.14387415500942,1.1699644785461,1.06271383767179,1.17382604779766,1.21008014525714,1.30621511848711,1.33049222702084,1.19023423133761,1.19582730434582,1.09699863481825,1.13273160975731,1.25248596970809,0.962458590792349,1.26131981015949,1.10666063244984,0.987464352708505,1.084786224221,1.17490887679522,1.21456694222909,1.17662619665385,1.16055957835896,1.05500443119327,1.07553932962291,1.32704132601689,1.04353488822551,1.25219251898793,1.12021884684722,1.161434007548,1.08153742306172,1.42890434479375,1.11596529745663,1.26703128428979,1.28565653322313,1.23723897515189,1.39630413450108,1.20703998441721,1.09334320875091,1.07221420011944,1.29441412664027,1.13586041113749,1.02047753699026,1.31689026775109,1.21135222135881,1.19673888574975,1.20125449153358,1.225282609651,1.09664004039323,1.07007958182976,1.22437787026312,1.13802068571233,1.1171864259834,1.13391417437328,1.17856888771627,1.1792201157249,1.1192569848092,1.21405707301318,1.23011185962129,1.38030482305416,1.34281403089443,1.22519704011502,1.21772333916034,1.12673729476711,1.16317891329655,1.13429673332684,1.28990441281229,1.15411629950724,1.16013895936277,1.15399519283485,1.33904603807397,1.31333058994761,1.10477192319631,1.14295385431667,1.23042956254812,1.07572413007446,1.37106028268842,1.34542276396543,1.09783511593616,1.05932673655631,1.32674692356215,1.15660233139724,1.17846304745235
1.32882253635425,1.16777333694265,1.26213243540708,1.30486553553425,1.00977233112956,1.37458085613788,1.05935036719381,1.07686092974203,1.1824063670878,1.03285613380272,1.2017500301909,1.05434791934388,1.16483786763916,1.36166486012252,1.32521128851031,1.19688551538573,1.06411390449621,1.22023081499291,1.13473582864098,1.11990152087302,1.25298895257547,1.11481073014249,1.04294742879307,1.00436795867329,1.35306803145579,1.1691236019634,1.20446970240214,1.29282251419658,1.24166804446496,1.23350317091926,1.14492043729331,1.17166399730021,1.06475562341807,1.17475959046913,1.21123370435221,1.30647194490825,1.33145544405573,1.19131566626759,1.19840539166356,1.09757488710444,1.13482194508618,1.25379481406674,0.962610225828544,1.26270417302994,1.10718806346414,0.988359409260282,1.08555046051372,1.17577086283733,1.21653526568527,1.17635640512658,1.16129124605633,1.05608887536444,1.07749867564777,1.32844226748483,1.04427970011268,1.25288291372123,1.12091414650239,1.16406886773765,1.08138280551181,1.43011400926791,1.11741011393347,1.26844150958914,1.28660381043916,1.23820848327919,1.39794984051586,1.2078090944067,1.09416812378007,1.07284371669305,1.29559040847667,1.13592378737259,1.02152701716769,1.31872534787068,1.21247439582876,1.19722830492201,1.20200885309238,1.22632961141292,1.09804738679717,1.07128505554538,1.22562574972226,1.13899700322138,1.11716586308344,1.13507110284637,1.17952287999909,1.18152183146672,1.11935017501809,1.21618916465871,1.23140238442994,1.38221876875066,1.34377033755238,1.22596239898227,1.21949335331784,1.12741677686153,1.16439280652016,1.13369504617013,1.29116162095073,1.15579525232493,1.16096326853293,1.15548632761993,1.34154644423692,1.31516773148785,1.10501224837653,1.14319418792193,1.23276700744559,1.07745129575477,1.37213471239245,1.3463469226561,1.09910113524206,1.06037950475516,1.32830794532651,1.15766523433148,1.18103782831439
1.32962774191595,1.16984520129569,1.26309581867995,1.3066180802031,1.01082064328588,1.37691249672401,1.06085940169376,1.07957528977608,1.18365087228715,1.03498657944399,1.20374716392041,1.05602657742767,1.16498012420437,1.3642037751178,1.32706056731479,1.1974507270517,1.06718023665226,1.22052094712105,1.13759798289154,1.1206830254048,1.25428651807427,1.11622207076928,1.04465578814986,1.0034929643272,1.35590297337567,1.17136244616688,1.20702305309492,1.29510700574119,1.24319394350474,1.23497657075632,1.14652211728429,1.17370733099656,1.06733605506925,1.17617143072025,1.21282557602906,1.30712344344345,1.33278214677975,1.19283578983134,1.20143286625184,1.09858434067866,1.13741487468451,1.25565041221981,0.963287086390537,1.26460553012308,1.10835044235103,0.989883896324015,1.08677689966704,1.17722743062187,1.21886244015186,1.17672253334595,1.16243767461032,1.05762500792044,1.08001182356159,1.33015976415736,1.04569422397263,1.25387704729711,1.12209353266329,1.16710440960152,1.08163002627173,1.43163449653498,1.11928180688525,1.27033499875735,1.28795093416094,1.23954964920048,1.39995837086839,1.20894407677541,1.09534034858467,1.07398444353028,1.29713487517336,1.13652188855025,1.02326982046009,1.32095696213288,1.21422310653586,1.19814484408846,1.20317889326865,1.22777161203741,1.09981428563439,1.07289648873804,1.22731385899,1.14035302024173,1.11778231263609,1.1365650380631,1.18100985784554,1.1843787240627,1.11994137417992,1.2187135633919,1.23317389197063,1.38462154306149,1.34505490825052,1.227196842365,1.22183197602714,1.12851847189922,1.16612179390809,1.13361127654532,1.29275642746987,1.15788943539752,1.16227100539889,1.15752752910778,1.34442348073568,1.31737876861717,1.10563099335912,1.14383597851605,1.23569256182645,1.07957752962301,1.3736092151818,1.34765686091132,1.1009351653663,1.06194498874914,1.33020206895767,1.15933343837455,1.18403497819879
1.33076220590724,1.17247328521586,1.26438149396962,1.30879065464677,1.01237974874888,1.37943852992119,1.06278094252474,1.08282760407999,1.1852103945069,1.03762925348679,1.20631278473153,1.05824318829536,1.16557144500349,1.3672130683475,1.3292455410619,1.19837105282007,1.07071021404872,1.22120452831276,1.14103403550454,1.12185351020057,1.2560039261323,1.11810165275257,1.04683017430056,1.00307478997457,1.35914200237845,1.17394176699364,1.21013542349099,1.29774343938238,1.24517129531486,1.23696191036402,1.14864273209206,1.17604613332454,1.07038602702961,1.17799459558512,1.21481312846468,1.30817022377527,1.33444625119298,1.19471701648403,1.20482785868789,1.10003062451743,1.14045676606205,1.2579506660894,0.96449953188791,1.26698800748419,1.11009176349329,0.991998101697709,1.08844104842023,1.1792060444622,1.22151771630193,1.17767310451253,1.16396026180972,1.05953782970575,1.0830313600435,1.33212324286771,1.04769527963541,1.25515691021887,1.12375290402981,1.17046450585166,1.08226214637453,1.43341630097709,1.12149440070267,1.27263909369939,1.28971800401259,1.24122453644558,1.40226060248351,1.21039218256298,1.09689278855309,1.0755989224632,1.29898549958027,1.13765401514241,1.02566209759455,1.32350171524369,1.21650901147465,1.19945651135838,1.20471751403282,1.22955785435748,1.10192007661456,1.07487482523669,1.22936466613798,1.1420674594019,1.11900906864336,1.13837551155625,1.18297394174474,1.18769950783353,1.12102955171147,1.22153729489427,1.23536319053875,1.38741022399358,1.34664198728889,1.22886241852978,1.22463128720661,1.13005076030265,1.16829588190855,1.1340367442184,1.29465002035786,1.16033898834506,1.16400367905122,1.16003142075162,1.34755644841887,1.31987424895827,1.10661741556402,1.14491772897033,1.23914337430962,1.08201051610932,1.37545681864896,1.34931170848688,1.10337535550616,1.06394464815258,1.33240509179662,1.16152420006746,1.18734419442037
1.332216743623,1.17559852481026,1.26596371949318,1.31129647985386,1.01443887950579,1.38211820015411,1.0650703398605,1.08648289532761,1.18703563506927,1.04069451273509,1.20932777334411,1.06091103982306,1.16661085320869,1.3705990219479,1.33170233398757,1.19968263943321,1.07459077578834,1.22229422190549,1.14491866957046,1.1233984705452,1.25810923649236,1.1204248185222,1.04939451546092,1.00312118947459,1.36267231191808,1.17676635402908,1.21370515484938,1.3006576366351,1.24751449589907,1.23936553054544,1.15123151697405,1.17865144355847,1.07381651854385,1.18017168724199,1.21714781591475,1.30959211896844,1.3363958979241,1.19688724022708,1.20848456372888,1.10189258521664,1.14382785590417,1.26058441161526,0.966227225949005,1.26978536583287,1.11234870343477,0.99464048848125,1.0904818286735,1.18163260967491,1.22445983553628,1.17914126937592,1.16583425205561,1.06175399490467,1.08649561063557,1.33426151808522,1.05017894270333,1.25671443392754,1.12588515977997,1.17407508570721,1.08326018782915,1.43540074915565,1.1239649109093,1.27525581199552,1.29188558365183,1.24320279973667,1.40477375310792,1.21210437747894,1.0988548284356,1.07765433103754,1.30108644946127,1.13928168501259,1.02862338334752,1.32627688440436,1.21923811164128,1.20111859707057,1.2065810967582,1.23162582455973,1.10433463817452,1.07717889214883,1.23171353576969,1.14410149784088,1.12077078201051,1.14046800785719,1.18535788536832,1.19138304218384,1.12259797596166,1.22452696793202,1.23788962674247,1.3904661850103,1.34848803457903,1.23089311867655,1.22776561151833,1.1319868789702,1.1708197514378,1.13497126173169,1.29680939125497,1.16309932473387,1.16608514374328,1.16286925244869,1.35084853487385,1.32256494075363,1.10795338882168,1.14642584046407,1.24302693889157,1.08470110984088,1.37765228630711,1.35124878454906,1.10642161574819,1.06631758114925,1.3348603600723,1.16416726741766,1.19084461773209
1.33398375417179,1.17912523274586,1.26782016929924,1.31406362319938,1.01697547311618,1.38491601045345,1.06768609797353,1.09041964963673,1.18908141540644,1.04406451196695,1.21267061304596,1.06393759089995,1.16806441968688,1.37426114194204,1.33437250128115,1.20139910467502,1.07872690256949,1.22376875650887,1.14913646900236,1.12529657430492,1.26055353376518,1.12316579003742,1.05230987549999,1.00364571906181,1.36636221051538,1.17972776786384,1.21760454539086,1.30377069380602,1.25013755275211,1.24209732745195,1.15424194383256,1.18146691605675,1.07754778794726,1.18263312932811,1.21977752875468,1.31136183111008,1.33858374420772,1.19927514792303,1.21229873723355,1.10414603673261,1.14744366958273,1.263447325048,0.968459937388301,1.27293342372172,1.11504365572708,0.997717381452444,1.09284032766915,1.18442000660298,1.22763794471703,1.18107060884581,1.16800255051635,1.06418895872986,1.0903389884672,1.33650784293724,1.05303595771017,1.25853184611531,1.1284489031844,1.17784142090395,1.08457524817483,1.43754258699455,1.12660054929897,1.27810442034987,1.29442518618591,1.24544999030993,1.40742653294227,1.21404056094288,1.10122798310189,1.08009910874441,1.30338170079506,1.14134254478393,1.03205534846531,1.32919440004613,1.22231870119864,1.20306533405662,1.20871723996554,1.23394434932672,1.10702835911659,1.07977226480909,1.23429655739399,1.14639948910861,1.12298971829156,1.14282990097848,1.18809671713371,1.19532068726017,1.12460685437816,1.22759864328822,1.2406863967609,1.39367181748548,1.35055524044445,1.23322254506663,1.23112556145288,1.13428123541811,1.17361017499987,1.13639393422082,1.29918087780474,1.16610461580077,1.16844373805812,1.16593552414343,1.35420562769679,1.32535836586751,1.10963006042867,1.14834211496377,1.24722744763992,1.08757318161765,1.38015765727205,1.35341340060505,1.11002302819738,1.068958057403,1.3375256861517,1.16716058236105,1.19442665347872
1.33603103883026,1.18295521083459,1.26989600643795,1.31699848070007,1.01992637028761,1.38778290887819,1.07058861063164,1.09452237110656,1.19128352614292,1.04762665406111,1.21621754249601,1.06720181064763,1.16989680874526,1.37808877533273,1.33718211082616,1.20349988468107,1.08298965160521,1.22560447718117,1.15353401286041,1.12751950645001,1.26328216106071,1.12627024045194,1.05549905925722,1.0046444824526,1.37009932071911,1.18274621227221,1.22168284317488,1.30700040232094,1.25293756889901,1.24505473948606,1.15759405938985,1.18445723265465,1.0814753253928,1.18529483775558,1.22263660445492,1.31343296778309,1.34095120472466,1.20181685393101,1.2161407683047,1.10673452287138,1.15116323081102,1.26643037524928,0.971153961708664,1.27631898704345,1.11808257243926,1.00111094439278,1.0954349676628,1.18746597728786,1.23099352119317,1.18339533098364,1.17040979058151,1.06679873668117,1.09447267112938,1.33880558199179,1.05613949816719,1.26059845432722,1.13137389655941,1.18167501317551,1.08616599931936,1.43977594043558,1.12932157028642,1.2810911547582,1.29727349410665,1.24789397034433,1.41014613423007,1.21613454023803,1.10399543609014,1.08288185311387,1.30578912575055,1.14376621212538,1.03583358226097,1.33217536125691,1.22564869652874,1.20523615716685,1.21109555549551,1.23644123589587,1.10997492608661,1.08260268737766,1.23706610694866,1.14890150308331,1.12557472773264,1.14541067110139,1.19110510165823,1.19941449627925,1.12701516757401,1.23065157621517,1.24369140431081,1.39690504471691,1.35279440692865,1.23576901701955,1.23459926316414,1.13690949975704,1.17656501353522,1.13827686469584,1.30173030901729,1.16929636933085,1.17102708580792,1.16912568870972,1.35753761584607,1.3281643689188,1.11161263310039,1.15061574349412,1.25161871029341,1.09056862187837,1.38292848133105,1.35573766133968,1.11407257907319,1.07176415855289,1.34036026819558,1.17038630256953,1.19796802713094
1.33834879025391,1.18698004665868,1.27217077705747,1.32002860032292,1.02321452841626,1.39069105073557,1.07371052323765,1.09867728909782,1.19358393468902,1.05125890542826,1.21984430906513,1.07059896356919,1.17204977009924,1.38196516515528,1.34005549024422,1.20596430817709,1.08726157979659,1.22775022027922,1.15797546729963,1.13003393806521,1.26621778339847,1.12967758232306,1.05888986690046,1.00610140098784,1.37375156704527,1.18573313893017,1.22578985254277,1.3102580098981,1.25583027818192,1.24812644861359,1.16121431507494,1.18756389725558,1.08548209405124,1.18806825811554,1.22566230329968,1.31576595840949,1.34343134404551,1.20443767610523,1.21988954696344,1.10961429467891,1.15486394056612,1.26943475174279,0.974228442519537,1.27983808067621,1.12133992207831,1.00470735119537,1.09819773907707,1.19066218117972,1.23445725577021,1.1860550687036,1.1729904499104,1.06953362978799,1.09880497856543,1.3410828489835,1.05936882386193,1.26289110672012,1.13456921703722,1.18548059661128,1.08798837484519,1.44205074353669,1.13205146055393,1.28414335410104,1.30035069333432,1.25049952817771,1.41285210813122,1.21834957090014,1.10711099142391,1.0859480846923,1.30825509987163,1.14645308976411,1.03985447300794,1.3351431047428,1.22911850072729,1.20755217301956,1.21366813649833,1.23904912556748,1.11312097517937,1.08561584665015,1.23995449995791,1.15152493777515,1.12842627233889,1.14818576616237,1.19431110242249,1.20356681394728,1.12974447714552,1.23361538486763,1.24682219298437,1.40007092332027,1.35516177850433,1.23845712885509,1.23807381873224,1.13980011454863,1.17958625099178,1.1405697088282,1.30440890222957,1.17259837245335,1.17378076170361,1.17233349149986,1.36076389931279,1.33090473758631,1.11384400539431,1.15318281984977,1.25605942679345,1.09364391242653,1.38590961710667,1.35815911403395,1.11840522206917,1.0746255022945,1.3433168085007,1.17374295860337,1.20138190876144
1.34088936747623,1.19111011667023,1.27458191608394,1.32307288645196,1.02674574547174,1.39358013122683,1.07698040877674,1.10278650024148,1.19591981704054,1.05486658095329,1.22344465919086,1.07401487668021,1.17447597678427,1.38578543031475,1.34290183771319,1.20875982461674,1.09144246727667,1.23014971532051,1.1623233184103,1.13279436848333,1.26930909766758,1.13330680038033,1.06241700126003,1.00797822763451,1.37720318097195,1.18861085148129,1.22979242027909,1.31346852195291,1.25871294379338,1.25121394880484,1.16501396837811,1.19073424908319,1.08946471826527,1.19089110455718,1.22877904292138,1.3182977651148,1.34597234203685,1.20709694808049,1.22343723196068,1.11270650431759,1.15842324720931,1.27236644566988,0.977594131040924,1.283396249869,1.12472300575654,1.00840154884851,1.10106543721603,1.19390003489685,1.23794462357651,1.18898032584323,1.17568398900006,1.07234269883769,1.10322715477361,1.34330192548489,1.06263814390002,1.26537437529494,1.13795148895892,1.18916763368161,1.08997751384719,1.4443244227408,1.13472960994378,1.28718836332285,1.30356715184144,1.25318709023614,1.41550149794691,1.22064027072924,1.11048398117465,1.08920685409911,1.310701979954,1.1493213883506,1.04400985908261,1.33802489427404,1.2326108905224,1.20995533387848,1.21638878112767,1.24171605549202,1.11640792197895,1.08874971320385,1.2429207872725,1.1542006159684,1.13144736328946,1.15111045436526,1.19763901638562,1.20768762355615,1.13271057503655,1.23642411501929,1.25002914043839,1.40308427602994,1.35760381559236,1.24118974990176,1.24146757804032,1.14289805107091,1.18259159404839,1.14319771446715,1.30717124660041,1.17596250869433,1.17666198441449,1.17548040939807,1.36381407595748,1.33350230676521,1.11629218262825,1.15597961850764,1.26039420835348,1.09674909347554,1.38904387419365,1.36061915143446,1.12286391681904,1.07745317188862,1.34633925571174,1.17711243682138,1.20458453268458
1.34361231589343,1.19524966929681,1.27709342916876,1.32605729386553,1.03043162201772,1.39640088331708,1.08034743386153,1.10676307419698,1.19823111862243,1.05837188287728,1.22691770946331,1.07735070108716,1.17710150453399,1.38945611720805,1.3456478204177,1.21182257023086,1.09540695858686,1.23274401223904,1.16646654340264,1.13572926677755,1.27246440118825,1.13705147591505,1.06600737161366,1.01022500809514,1.38035346749369,1.1913099577414,1.23357129899305,1.31654998985099,1.2615040084685,1.25421687661911,1.16890265977606,1.19390501503146,1.09331501397176,1.19367106533899,1.23192172561185,1.32096353026393,1.34851625921453,1.20975213237874,1.22668338806572,1.11594465331131,1.16172214791072,1.27514783926257,0.981153686233751,1.28689093332924,1.12812186943945,1.01208276022032,1.10396428496993,1.19708237839406,1.24138254874933,1.19210460579884,1.17842549922161,1.07521749011448,1.10762931399869,1.34540887007912,1.06586460393028,1.26801453722523,1.14142751762858,1.19265259359314,1.09208702474452,1.44653955506345,1.13730514533904,1.29016763619765,1.30682530114248,1.25592753609245,1.41804619512871,1.22295656362882,1.11401331666087,1.09257123645714,1.31308097199068,1.15226360320231,1.04820976721955,1.34076452136381,1.23603180080051,1.21239114567296,1.21921007853377,1.24437533447418,1.11978126646423,1.09194860579037,1.24592273460446,1.1568556328369,1.13453699787792,1.15414216530556,1.20101492570212,1.21168062159877,1.13581606341248,1.23902496142047,1.25323751249711,1.40588448032807,1.36006867547737,1.24390660990341,1.24469989210109,1.14612977388827,1.18551010703418,1.14610413808646,1.30997979091045,1.1793361325013,1.179648119829,1.17848322775653,1.36663680642822,1.33588278784914,1.11889738317678,1.15892068621949,1.26449875686807,1.09986566731052,1.39226373361471,1.3630545481144,1.12729695860968,1.08016069309012,1.34937293428782,1.1804137706676,1.20749723775711
1.34647107120472,1.19929923917929,1.27964669102204,1.32889738162933,1.03415956072913,1.39910453806102,1.08373172688249,1.11053314839556,1.20046562942074,1.06168016575491,1.23017730492725,1.08052357974138,1.17987614786589,1.39289639782656,1.34823654513909,1.21510658107535,1.09907407394684,1.23546861475282,1.17029303665813,1.13878819323846,1.2756131175118,1.14079933884401,1.06956428966953,1.01276944441738,1.38313465379618,1.19378087933333,1.2370392744572,1.31943954749442,1.26410688461593,1.25705248863406,1.17278564537202,1.1969977846975,1.09693020260417,1.19634426176353,1.23503135852804,1.323706624662,1.35102364180614,1.21238631270871,1.22955929582946,1.119237056432,1.16468109806535,1.27769308813619,0.984795630466996,1.29024404606455,1.13143369172072,1.01565487077479,1.10684319244999,1.20011864936476,1.24467677881377,1.19534867711906,1.18115244466902,1.07814370089989,1.11189125463411,1.34737061114396,1.06900138922197,1.27078509039498,1.144912028383,1.19586702770666,1.09424165918366,1.44866220200848,1.13973969225797,1.29303187944375,1.31001715995213,1.25865556956818,1.42045477018215,1.22526487031852,1.1175714154907,1.09593923281389,1.31535072529769,1.15520233678053,1.05236110596386,1.34330647920203,1.23928349943457,1.21479752763883,1.22209525852689,1.24696881102166,1.12314689101711,1.09514100772343,1.24890157672954,1.15943515096644,1.13758455159248,1.15723422695546,1.20436628627546,1.21545627827467,1.13895801359163,1.24137865903137,1.25639883385736,1.40842517951904,1.36250869849168,1.24653579058087,1.24769910797555,1.14941884558081,1.18828861720785,1.14920685176524,1.31278870576954,1.18267230043293,1.1827013513961,1.18127269088679,1.36919391053719,1.33799210924076,1.12159304618961,1.16193991238382,1.26825341837909,1.10293855905634,1.39551999404461,1.36541651169888,1.13155428433606,1.08267371373161,1.35236880467842,1.18355577682097,1.21007070511517
1.34940888408585,1.2032008691172,1.28220765595376,1.33154890122295,1.03786599618576,1.40164714844685,1.08709003857413,1.11403250152527,1.20258532161819,1.06474213980254,1.23316433639714,1.08345792322227,1.18273099111862,1.39604120386936,1.3506120137362,1.21853826875083,1.10235895961304,1.23824700386226,1.173730464072,1.14189569829996,1.2786897087058,1.14445672733954,1.07302430531381,1.01552629375893,1.38549593514912,1.19596753207283,1.24014065641364,1.32208722741035,1.26645966643991,1.25966177954474,1.17658776470917,1.19995424513511,1.1002495048746,1.19884388262903,1.23805019335572,1.32646858513566,1.35345027983276,1.21499095902898,1.23202947670619,1.12251596379393,1.16726879653327,1.27995047730057,0.988418961162968,1.29338021580596,1.13460269553197,1.01904042002104,1.10966137657105,1.20292561723277,1.2477634663158,1.1986332508545,1.18381841159783,1.08109001953571,1.11588994126088,1.34915244810201,1.07201056920069,1.27365117026723,1.14831869431005,1.19874599114736,1.0963815784722,1.450641591675,1.14200237582594,1.29574377102959,1.31305497285589,1.26133352353366,1.42269687056221,1.22754028935517,1.12105447425942,1.09920596776393,1.3174708507775,1.15807303919532,1.05639678579739,1.34562480847183,1.2422904946322,1.21712905717345,1.22500618490654,1.24943814877415,1.12644259027794,1.09826373364265,1.25182076334951,1.16188492279534,1.14050884562002,1.16035332134244,1.20763027194877,1.21893127414797,1.14204633424179,1.24345354282176,1.25946466525988,1.41068505559645,1.3648789379069,1.24901907911166,1.25043486992396,1.15269697387331,1.19088215884532,1.15241557321179,1.31556373729965,1.18591817134167,1.18580040695847,1.18379924075262,1.37147183687043,1.33978880675894,1.12430613020775,1.16497474930789,1.27155731588859,1.10595285111855,1.39875679828475,1.36767468610223,1.13551585572839,1.08493841707299,1.35527799454002,1.18647550022616,1.21227574199071
