"seed","dgp","dgp_r","deepgp","hetgp","time1","time_r","time2","time3"
1,0.000168601984734986,0.000172643750203538,0.00022520691277689,0.00013751570583456,13.136,13.551,206.539,0.0349999999999966
2,0.000316195038109657,0.000435933617637001,0.000438912039626849,0.000285675793497217,14.32,14.662,193.737,0.0289999999999964
3,0.000326708069015264,0.000328550917547908,0.000550387290073697,0.00050244098278394,13.299,13.609,207.026,0.466000000000008
4,0.000108124684902998,0.000146547772362197,0.000151937143026984,9.90405924747469e-05,15.716,16.292,198.066,0.304999999999978
5,0.000209405736083529,0.000213322241308741,0.000250744318412119,0.000127285142281057,13.67,14.121,198.506,0.242000000000019
6,0.000194972119783681,0.000149328160612019,0.000188809050830085,0.000123548727656731,15.447,13.959,183.655,0.277999999999992
7,0.000539750699752989,0.000495319105433862,0.000637062019746958,0.000505881978998469,15.741,15.728,204.531,0.235000000000014
8,0.000380705140066006,0.000289326127718727,0.000395366265829623,0.000231233405437317,14.833,15.699,204.648,0.265000000000015
9,0.000206453290701563,0.00018559853630885,0.000297084840488486,0.000225256730979283,16.002,16.036,202.033,0.0829999999999984
10,0.000228167698175145,0.000246772494365979,0.000444799355019936,0.000189862192055063,13.357,14.118,205.45,0.0829999999999984
11,0.00013380833377507,0.000120550482992784,0.000388307153526449,0.000138350588667765,15.518,16.014,207.426,0.0300000000000011
12,0.00021074544836165,0.000212506996212158,0.000252598301529427,0.000188241755661696,14.006,13.581,180.259,0.0869999999999891
13,0.000451466451362172,0.000522800308688819,0.000537390502926405,0.000257434715542342,15.62,15.653,194.33,0.061000000000007
14,0.000112392721015078,0.000119268788466748,0.000140009399498874,0.000107932836484896,14.236,13.999,178.136,0.35299999999998
15,0.000236576322396861,0.000203204580202112,0.000320517816180814,0.000160937185386074,16.69,13.98,204.96,0.218000000000018
16,0.000131780830545378,0.000123503946225306,0.000246714701999799,8.31569500176154e-05,16.093,15.529,212.638,0.162999999999982
17,0.000243300134270571,0.000287260187078258,0.000393111573933919,0.000191730874227648,13.751,13.451,218.282,0.0779999999999745
18,0.000291703613738082,0.000335502258521151,0.00144035594530607,0.000225071839240036,15.514,16.468,202.823,0.286000000000001
19,0.000221363132525124,0.000195421131461447,0.0002909528203144,0.000147778138719197,15.022,15.887,201.184,0.25
20,0.000441745854282444,0.000421902315877408,0.000678314299930139,0.000207646439770723,15.727,15.776,203.653,0.306999999999988
