"seed","dgp","dgp_r","deepgp","hetgp","time1","time_r","time2","time3"
1,0.00176636683379589,0.00177597324852497,0.00223325715861254,0.00171353820981585,15.368,16.961,163.271,0.0929999999999893
2,0.0024783513412369,0.00284332812718036,0.00297188015870197,0.00315255434533497,13.456,13.805,168.33,0.310999999999979
3,0.00321030982673037,0.00300786875361012,0.00320241315772166,0.00362219671580492,14.054,14.206,171.491,0.318000000000012
4,0.00191245693235688,0.00190911579197972,0.000998811909812741,0.00177738726451866,13.095,13.265,168.583,0.0699999999999932
5,0.00143080279403254,0.00195561217727422,0.00360448677472235,0.00297559018207211,13.545,14.086,178.621,0.0889999999999986
6,0.00145214553839224,0.00148530161878215,0.00287747887628045,0.00254520837429578,14.229,14.504,186.019,0.10499999999999
7,0.00352938736930452,0.00382119800277731,0.00464339866731454,0.0053341526628393,13,13.318,172.081,0.078000000000003
8,0.001605519336724,0.00155092528824996,0.00124454691270992,0.00211253243977447,13.284,13.909,168.871,0.0949999999999989
9,0.00201166452953835,0.00152471112248859,0.00186861222659878,0.00155017861922544,13.052,13.52,163.303,0.325999999999993
10,0.00304921523000837,0.00282687065370579,0.0025729826165626,0.00356308589908091,13.058,14.055,163.579,0.236000000000018
11,0.00134682299843581,0.001226057881575,0.000792955683399084,0.00142606408250126,13.137,13.188,158.503,0.0720000000000027
12,0.00283330020252722,0.0025208305813176,0.00418632606666419,0.0024382023480481,14.062,14.199,180.937,0.070999999999998
13,0.00319764828839974,0.00308894344909669,0.00330356923164059,0.00382256481992073,12.968,13.222,157.85,0.063999999999993
14,0.00149410458566885,0.00132096943487635,0.00204494289959308,0.00137027751499535,13.936,14.473,179.403,0.0670000000000073
15,0.00186462502346397,0.00200341500089422,0.00117380176623276,0.00235565367073018,13.488,14.523,172.555,0.0689999999999884
16,0.00202790457590535,0.00205639220303195,0.0024283052413807,0.00155026401782976,12.501,12.951,159.279,0.0690000000000168
17,0.00325924758931939,0.00327654235657245,0.00410245730505788,0.00349456605433868,13.688,14.246,178.239,0.070999999999998
18,0.00241871703483814,0.00312963797462676,0.00310136551718528,0.00267148649756328,14.868,14.826,177.838,0.070999999999998
19,0.00248307227806333,0.00212629886125335,0.0024630948766208,0.00188194039372238,13.182,13.771,158.353,0.248999999999995
20,0.00395510011758931,0.00401451090786842,0.00568540541989471,0.00385242624983765,13.644,14.241,174.077,0.0619999999999834
