"","x"
"1",0.00270198503566206
"2",0.0012767766791802
"3",0.00204347230997478
"4",0.0021449454606376
"5",0.00139931577681143
"6",0.00134995285187009
"7",0.00169571628811866
"8",0.00268491558754685
"9",0.00430039930615755
"10",0.00276548889452885
"11",0.00166716775986088
"12",0.00303034403855603
"13",0.00205625852128322
"14",0.00257614642073625
"15",0.00117824474906632
"16",0.00126201287306534
"17",0.00435340343425274
"18",0.00211706186057619
"19",0.00194690865342611
"20",0.00112805252162577
"21",0.00226289836560236
"22",0.00319905159135611
"23",0.00121311574048661
"24",0.00299260264533411
"25",0.00323812805023289
"26",0.00216355248609319
"27",0.00285674409642631
"28",0.00355116143803869
"29",0.0021658824619972
"30",0.00234054665435923
"31",0.00171870880908485
"32",0.00296810286773038
"33",0.00320544483757247
"34",0.00213580244511344
"35",0.002899365199981
"36",0.00211593178268866
"37",0.00219583848545042
"38",0.00133307999348806
"39",0.00141141135870975
"40",0.00209700079029976
"41",0.00193654658898928
"42",0.00444942772252072
"43",0.0020494313370375
"44",0.00224593559598098
"45",0.00345635754109745
"46",0.00172166795039947
"47",0.00266032853860439
"48",0.00289023002327138
"49",0.00198475352512295
"50",0.00242113950623313
