"","x"
"1",0.000337271326826082
"2",0.000255766358126473
"3",0.000107875435908403
"4",0.000325178598414841
"5",0.000210650466499971
"6",7.67720019355e-05
"7",0.000245925199079191
"8",0.000298283658705292
"9",0.000234110451655101
"10",9.25730842658562e-05
"11",0.000322815267057651
"12",0.000140268885071643
"13",0.000185911182997687
"14",0.00028270649163038
"15",0.000145906375660683
"16",0.000122786968365708
"17",0.000161866733836613
"18",0.000322160186048422
"19",0.000200718948312935
"20",0.000142949934725951
"21",0.000361844903904846
"22",0.000164822166120994
"23",0.000134862555675926
"24",0.000204181639777298
"25",9.35186484400011e-05
"26",0.000241103124950563
"27",8.31810109456668e-05
"28",0.000116905598783791
"29",0.000121732928047789
"30",0.000290976494903736
"31",0.00025085560729044
"32",0.000133222458190611
"33",6.04612574720555e-05
"34",0.000275650560434325
"35",0.000155112103473252
"36",0.000400554751064044
"37",0.000143975478152561
"38",0.000148461409596639
"39",0.000131938858046964
"40",9.97838140311899e-05
"41",0.000272876901260765
"42",0.000164364099500772
"43",0.000254625531033665
"44",0.000204702104806289
"45",0.000180333416759986
"46",6.45229151712445e-05
"47",0.000144259033143937
"48",0.000100225861853268
"49",0.000433293469804084
"50",0.000287670217708054
