"","x"
"1",0.000453969190069332
"2",0.000383562987173475
"3",0.000561968896335918
"4",0.00078569133945762
"5",0.00117421998071215
"6",0.000521943047308504
"7",0.000829285677967228
"8",0.000578869446477494
"9",0.0002912275315752
"10",0.00130662719384184
"11",0.000409714771078542
"12",0.00053814050480184
"13",0.000632138733655344
"14",0.000642695097976485
"15",0.000684226056300228
"16",0.0016545372735328
"17",0.000661317087224232
"18",0.00103107942524267
"19",0.000427239935814682
"20",0.00126000193758912
"21",0.000447843793869152
"22",0.000641714128926569
"23",0.000482595659298341
"24",0.000805160968323947
"25",0.000594497366408851
"26",0.000798790192534299
"27",0.000516064778736314
"28",0.00115258120172069
"29",0.000784708103262351
"30",0.00140438694280891
"31",0.000861061644319116
"32",0.000731313413048678
"33",0.000791333264398109
"34",0.000525175966949005
"35",0.000593685784871698
"36",0.000547815498982637
"37",0.00136812502731396
"38",0.0013198081431789
"39",0.000578572050639896
"40",0.000941879267638584
"41",0.00058495071960356
"42",0.000373640854391414
"43",0.00092419208508426
"44",0.00100649307158406
"45",0.000643844621232227
"46",0.000846927477824227
"47",0.000465323134740495
"48",0.000425926146763266
"49",0.000960176573329388
"50",0.00216693849786939
