"seed","dgp_mse","deepgp_mse","hetgp_mse","dpc_mse","dgp_logs","deepgp_logs","hetgp_logs","dpc_logs","dgp_time","deepgp_time","hetgp_time","dpc_time"
1,0.00015482874872829,0.000196250750123727,0.000139468440136397,0.000136100011615379,-138.520860689415,-97.1441662503756,-135.022873834602,-144.831572284736,36.9569999999949,744.483999999997,0.0700000000069849,232.749000000011
2,0.000197099021598915,0.000175433084833077,0.000192660007073842,0.000148390464146264,-124.87899251767,-101.758769753687,-118.779430489206,-108.248407552644,37.4130000000005,822.315000000002,0.106999999989057,231.823999999993
3,9.36956399557833e-05,0.00011129766337275,7.32488139723758e-05,6.3741466671869e-05,-136.732889467414,-124.89015421427,-141.435352572385,-141.994909474903,37.0960000000196,705.981,0.111000000004424,231.512999999977
4,7.2143936804626e-05,0.000112928324906719,0.000121912854799003,8.83818646795921e-05,-147.121771142429,-124.445712152645,-144.298177453275,-151.196527106621,37.4750000000058,809.633999999991,0.0650000000023283,231.329999999987
5,0.000121010472367879,0.000181785606901673,0.000164412300211591,0.000120433480738652,-134.762303518093,-96.4817757321346,-128.037664641194,-138.774169669448,38.2980000000098,708.258999999991,0.213000000017928,228.812999999995
6,7.69417967056483e-05,9.98704505787109e-05,7.98608248486152e-05,5.94474266517957e-05,-143.584543939242,-127.447985393906,-143.84306677982,-148.927882929343,36.2570000000123,771.166999999987,0.0780000000086147,230.27900000001
7,0.00021109936778103,0.00025360115264367,0.000262347254855436,0.00022228032566199,-130.694425151793,-80.3092748095821,-117.978094261222,-120.48283555129,37.945000000007,767.315999999992,0.37400000001071,233.752000000008
8,0.000184287484865754,0.000220428865780423,0.000156303761656407,0.000148952486016184,-134.014505500456,-85.493187683895,-132.440860425271,-140.374674471827,37.5499999999884,775.61500000002,0.0889999999781139,232.717000000004
9,0.000105058262411954,0.00012847835007445,0.000137588592253464,9.20261157130771e-05,-141.875664614836,-118.704497898839,-140.15140863244,-150.118204049745,36.9820000000182,721.579999999987,0.0890000000072177,233.271000000008
10,0.000150008748082915,0.000208306405657301,0.000215013305345971,0.000184102279087723,-135.659593771083,-97.0862567564843,-125.996757101426,-132.022513166948,37.7570000000123,817.891999999993,0.088000000017928,231.743999999977
11,0.00011371184096346,9.96751951394227e-05,0.00012521043866787,7.8473044151899e-05,-136.583619547845,-129.707260948377,-137.155366981835,-132.294914400915,37.3450000000012,735.266000000003,0.0910000000149012,231.968999999983
12,8.6965695762811e-05,0.00011643582210852,0.000119133809821165,8.37938339890722e-05,-137.65795853155,-122.159112273883,-133.330439609799,-134.662246993927,37.8550000000105,751.564000000013,0.0739999999932479,232.483999999997
13,0.000176979546813487,0.000181603834638434,0.000196860605491006,0.000139551836673551,-132.4190630473,-108.411691312564,-127.438265942946,-133.508342121991,37.3099999999977,812.850999999995,0.0720000000146683,232.263000000006
14,0.000194169795196287,0.000273507738808585,0.000236426212685449,0.000206110287482322,-134.481036914124,-84.23458077765,-134.188966085868,-138.71233640375,38.0249999999942,780.725000000006,0.0700000000069849,232.005000000005
15,0.000141293824480706,0.00017079929997084,0.00023372069222227,0.000149138494766215,-133.909528455553,-114.740422610745,-127.860484030495,-128.528622403003,38.3190000000177,739.519,0.122999999992317,231.350999999995
16,0.000127285954932527,0.000166520138336671,0.000216605682779068,0.000144401957540587,-140.825148496915,-110.095070813753,-139.398928522263,-149.339125330198,37.0659999999916,808.663,0.0760000000009313,232.775999999983
17,9.05339515527768e-05,0.000133033562962118,0.000142551150592903,7.20318057471734e-05,-140.772219453837,-122.754242388224,-142.740201791112,-146.330834476901,36.4929999999877,822.140000000014,0.0719999999855645,233.469000000012
18,0.000100190034705787,0.000147559917177942,0.000118485624595351,9.4926700299822e-05,-140.857125366778,-115.373703644825,-141.420316061338,-145.195259250727,37.1480000000156,816.006999999983,0.0709999999962747,234.277000000002
19,0.000170818607527192,0.000145459178748578,0.000194841656332287,0.000141076107344923,-130.562621996689,-112.555788647536,-125.756486514848,-124.871164001911,37.765000000014,714.044999999984,0.0879999999888241,231.756000000023
20,9.11252746805032e-05,0.000103688478589184,0.000145762369505815,7.05313366721391e-05,-144.41880977975,-128.507242185161,-143.680733603857,-156.295826995501,37.6169999999984,777.487999999983,0.0760000000009313,230.850000000006
1,0.000406947936006879,0.000953581159842208,0.000431199793273379,0.000356272008242676,-102.697054665266,-59.6486784088383,-99.0293691107303,-105.740325414932,36.5669999999955,759.576000000001,0.118000000002212,233.811999999998
2,0.000751119986991456,0.000916893985885152,0.000792251153104535,0.000695359724370938,-85.1327378575834,-64.843680986709,-64.8522851848985,-67.6436271225421,36.3379999999961,684.404999999999,0.102000000006228,234.197999999997
3,0.000423531622507256,0.000940608343014789,0.000520801529115944,0.000436395300212562,-100.944777379331,-61.5216094876298,-94.6917035792358,-97.0510035355343,35.6909999999989,703.142,0.0730000000039581,236.901999999995
4,0.000254740618709969,0.000331368029252419,0.000284183922696321,0.00023425064225376,-109.354126831563,-105.183479366871,-109.015718367632,-114.280002464971,36.6909999999989,736.562000000005,0.0760000000009313,232.639999999999
5,0.000400397597818259,0.00104647291926651,0.000479645611476467,0.000401492579717946,-102.253032807748,-60.9040274022281,-95.0790758171659,-97.1156157223203,34.7330000000002,688.537999999993,0.132000000005064,241.036999999997
6,0.000349982043682891,0.000439421381757651,0.000365440168101925,0.000292939957812215,-104.746064329386,-95.9935956522127,-103.150762631326,-108.57860471961,35.6900000000023,758.985000000001,0.0650000000023283,232.694000000003
7,0.000796573612102115,0.000843963156927116,0.000842343460656842,0.000712193600589103,-86.2650744511674,-67.4942426030592,-78.352546623818,-78.9256575114828,36.6959999999963,750.775999999998,0.35899999999674,235.505000000005
8,0.000512147040177978,0.00087904902492465,0.000600212803748712,0.000456470774750736,-97.4936593884989,-60.8610472841856,-89.7791718717858,-98.8027984071995,35.2360000000044,811.637000000002,0.0570000000006985,232.979999999996
9,0.000284044609237659,0.000618255859678461,0.000399624102645236,0.000246708995719133,-108.314457461268,-81.0931107933529,-101.813648217041,-111.481153261814,35.7829999999958,742.745999999999,0.379000000000815,240.786000000007
10,0.000460643575359152,0.000608874197944845,0.000562962959563427,0.000444319837179162,-99.7649602962832,-87.8932184279217,-91.7772640735797,-97.0270015031451,35.9759999999951,721.457000000009,0.0999999999912689,233.375
11,0.000405248796205622,0.00066174157197709,0.000485599647928613,0.000398754071961381,-101.518132574673,-80.7830294822947,-92.7624061073659,-93.8168978616523,36.4989999999962,734.800000000003,0.0709999999962747,230.880999999994
12,0.000414628726764682,0.000466872354694337,0.000422554862608637,0.000375218144815909,-99.2074702426184,-92.8461506609902,-94.4832545221133,-93.8718761949024,35.398000000001,675.304999999993,0.359000000011292,235.264999999999
13,0.000601287083222589,0.000728714844812653,0.00062171505108988,0.000514114729434314,-93.1455285692976,-77.5109400692439,-90.1803094708325,-91.2670499914391,36.775999999998,750.301999999996,0.0639999999984866,231.573000000004
14,0.000375179666742455,0.000679232340874517,0.000484835679632465,0.000346983549727942,-104.083270708657,-82.4952804658225,-96.9357123439245,-102.952612575853,36.2039999999979,736.097000000009,0.0629999999946449,237.639999999999
15,0.00044061515650901,0.000727727965510627,0.000601051359176845,0.000439140424408411,-100.174958796077,-80.1109027923999,-92.661071199112,-93.9497366719207,36.0480000000098,688.05799999999,0.0540000000037253,233.608000000007
16,0.000456556763340697,0.000940262060372295,0.0004678993416471,0.000394337261756807,-99.7469943494735,-65.1727843725553,-99.1984977569256,-103.085778758338,36.9549999999872,728.612000000008,0.0669999999954598,234.520000000004
17,0.000339514142369138,0.000399037311790549,0.000307952278955946,0.000298124134376395,-104.126333476226,-102.15724102267,-107.779735185609,-103.006582855416,36.2320000000036,712.697,0.161999999996624,239.159
18,0.000296312109049255,0.000500055485543702,0.00038315073146286,0.000312185944651501,-107.43112708095,-92.6216514561535,-103.475926184309,-106.112931769192,35.0910000000003,722.805000000008,0.0439999999944121,233.267999999996
19,0.000452515129476065,0.000509202602512706,0.00058083241935312,0.000474033065806518,-99.6047849809596,-91.8204081699485,-89.5536049023852,-94.5011380342167,36.0509999999922,685.724000000002,0.0669999999954598,238.985000000001
20,0.000207601050262459,0.000628088609193192,0.000291042512761585,0.00023281449804992,-109.506552621091,-86.3913920181607,-106.125777126618,-116.506660365587,36.1790000000037,791.486999999994,0.0669999999954598,232.358000000007
