"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time"
3,5.39503628467438e-05,7.65369014195064e-05,8.65241457792806e-05,4.47262634608224e-05,-114.674986310976,-143.125595483182,-130.449149374158,-155.276475736154,25.865,26.182,398.539,0.108000000000004
1,7.09567845874783e-05,7.45285995974404e-05,0.000107659188592416,7.30460282502042e-05,-110.395881540994,-142.696972572816,-124.440232327593,-148.031268552465,26.23,24.658,412.251,0.0930000000000177
6,5.32262292274871e-05,5.54476246294842e-05,7.21906650046916e-05,8.09387908889642e-05,-104.856128968766,-146.348572417263,-136.828969772887,-148.453655996431,24.015,25.553,468.194,0.109000000000037
8,5.41843341738081e-05,5.95786979774183e-05,8.8802431064523e-05,6.48185758592713e-05,-112.807480123734,-147.07275645561,-130.21261002683,-149.513104624667,27.129,25.297,397.198,0.105000000000018
7,6.63014361522317e-05,5.03598222268883e-05,6.22669281318494e-05,5.73678265725017e-05,-108.192401475634,-146.614318759616,-140.133741050817,-147.116250995439,27.886,25.855,469.254,0.108000000000061
11,8.52163731195562e-05,9.17535891307439e-05,0.000111320279144552,0.000128889460356533,-106.073802723048,-141.046482977858,-123.08525643593,-147.884881088926,15.742,14.698,289.012,0.0529999999999973
10,3.95041343179529e-05,4.72488270603909e-05,6.79111582281138e-05,4.81866885334691e-05,-111.470903576133,-148.002667170499,-137.973444776895,-150.313669820038,26.783,25.892,381.044,0.121999999999957
9,4.2270402013707e-05,4.20575100085914e-05,5.97193117626425e-05,2.19602737722655e-05,-111.120389296316,-151.671109379031,-141.10302642088,-159.458420436166,26.028,26.767,423.684,0.113
12,3.7141610335061e-05,3.63414671259555e-05,7.14550680130941e-05,3.41753148757283e-05,-113.408966447562,-153.536453311504,-136.721161430026,-158.608736431706,24.799,26.207,351.348,0.108000000000004
14,6.36723085364194e-05,7.18332426152567e-05,9.77603828527165e-05,8.53696668166503e-05,-112.070016555301,-145.794668457075,-128.831328761423,-148.160064622141,25.475,24.158,369.187,0.120000000000005
13,7.08677199446097e-05,6.84773876534778e-05,0.000101219866713331,7.93348823116902e-05,-106.196291470278,-144.403553550276,-127.129258010471,-148.789093837741,24.464,24.033,410.452,0.10899999999998
20,5.24488405844736e-05,5.62498952230543e-05,6.46804049489071e-05,5.49357092120934e-05,-103.445972138775,-147.214079874885,-139.549428893798,-155.295602474581,23.516,26.218,374.439,0.105000000000018
19,5.3101351362841e-05,5.78296262995565e-05,7.30207356598676e-05,6.07675222522291e-05,-111.674255271189,-148.562918004988,-136.166719304678,-149.6017391981,27.412,26.609,379.472,0.121000000000038
17,4.66959974091718e-05,6.73580904251418e-05,8.58404761082147e-05,5.30387256979315e-05,-105.960669630238,-145.741237761166,-132.532727015166,-162.061100767979,24.988,24.116,392.305,0.0900000000000318
15,6.28402936969074e-05,6.50451996142576e-05,0.000106574784643306,5.77780299137226e-05,-108.749647200202,-148.442507910887,-125.792435208833,-152.823411966403,25.199,27.887,389.208,0.230000000000018
18,4.6543920673338e-05,5.26535251501681e-05,8.09741517488049e-05,6.7100367349277e-05,-112.061068128186,-148.846635465363,-133.655284908473,-150.791067648202,26.488,27.558,390.662,0.132999999999981
16,4.60965499482925e-05,4.32822408152024e-05,7.06667744554985e-05,4.0958927550616e-05,-112.281151605789,-150.362884535277,-136.651015208932,-153.244265398056,27.933,24.981,402.853,0.104999999999961
