"seed","dgp_mse","deepgp_mse","hetgp_mse","dpc_mse","dgp_logs","deepgp_logs","hetgp_logs","dpc_logs","dgp_time","deepgp_time","hetgp_time","dpc_time"
1,0.0111936184269505,0.00515174279405543,0.00618693115949312,0.00881133951242265,-46.7198653030886,-13.8535818769316,-13.8664288501966,-38.62423553344,33.755000000001,310.975999999999,0.0879999999997381,95.7400000000016
2,0.010146618035283,0.00476166028161927,0.00628245526409349,0.00762778629921216,-41.0194202243194,-26.6885135829255,-30.8284852845104,-35.4626341070612,33.6719999999987,303.789000000001,0.327000000001135,93.1239999999998
3,0.0159540801954142,0.0135158150640357,0.012998851426371,0.0145595988169997,-12.5419823252462,167.977714239543,51.528092642,3.91925116338956,33.6980000000003,306.047999999999,0.288000000000466,94.992000000002
4,0.0066759023797978,0.00940441546456938,0.00869201160393944,0.00628671457325347,-50.0095808250525,43.0387215424353,-48.5115010222483,-55.9825278989961,35.6959999999999,365.631000000001,0.330999999998312,91.4190000000017
5,0.00534615571813706,0.00876477651136912,0.00545202103517556,0.00545950908591098,-49.9331980563928,81.8776995444789,-30.4751574295874,-37.7289001339963,35.4380000000019,328.988999999998,0.322000000000116,94.9570000000022
6,0.00707338023398295,0.00702130395016553,0.00672419114457064,0.00591280062297729,-44.7227096492192,35.5430693455927,-13.0473659604881,-38.4666118508247,36.8270000000011,335.959999999999,0.0619999999980791,89.7000000000007
7,0.0251779602689491,0.028548472159738,0.0240713598299655,0.0243265996316762,-17.0625515301352,349.607247557269,67.6032429478819,51.8410311266684,37.4470000000001,377.069,0.18999999999869,88.2880000000005
8,0.00606342103234197,0.00811308786732725,0.00452627907157945,0.00566598221094636,-53.6110138696486,30.6725368146948,-37.7828232975042,-64.1007407729349,34.5540000000001,322.296000000002,0.0659999999988941,90.3430000000008
9,0.00875382333489251,0.00799691742784929,0.00770568235106416,0.00753571949044548,-46.1495789712191,44.3871367389817,-31.7250686391729,-44.4711670778695,35.601999999999,329.773000000001,0.0780000000013388,91.5659999999989
10,0.00787296006553299,0.0108657876856624,0.0105692387027783,0.0100225041570037,-38.5129662343091,76.4638658351439,-0.934165635144877,-5.48430597524502,36.7669999999998,366.797000000002,0.0939999999973224,91.1640000000007
11,0.00541469216652361,0.00404888151219475,0.00343886536068549,0.00273646131587657,-53.4115012148607,-37.5755776134574,-62.8411098811738,-65.9565248237545,33.7060000000019,321.955999999998,0.0650000000023283,93.2729999999974
12,0.00615017914740698,0.00884615248515296,0.00883606150168996,0.00883332542188617,-45.057300529413,33.8489209507028,4.77197506042521,-30.2065910928376,34.0379999999968,310.909000000003,0.0759999999972933,88.5030000000006
13,0.0168130371667916,0.017364415907511,0.0130730821881628,0.0121161332865103,-32.7173870649204,106.378865618081,-17.004251360483,-14.5671004143057,35.0790000000015,340.618999999999,0.0970000000015716,90.0770000000011
14,0.00364627822624875,0.00337006150145407,0.0025330606593936,0.00224272352344396,-56.3405450849035,-49.2796662548842,-56.1653415572988,-63.9473013845408,33.4929999999986,316.421000000002,0.19800000000032,95.5049999999974
15,0.00920098971210914,0.0116315563665443,0.00851962863706805,0.0091739208386888,-44.7486790510054,68.8478048210941,-28.2829661464421,-31.85804773721,35.3509999999987,333.179,0.0980000000017753,91.0839999999989
16,0.0105495858194168,0.00391125059020874,0.00775593137666182,0.0057420428244349,-45.5823387573808,-43.5788482577006,-19.507464092029,-52.2696352899395,36.0980000000018,344.209999999999,0.077000000001135,92.9319999999971
17,0.0172332808463856,0.00645957350316521,0.0134713309262564,0.0114950504770175,-32.7153071845241,-25.4977331904433,-6.63665191994274,-6.54884837710639,32.0489999999991,316.131000000001,0.0669999999990978,97.4130000000005
18,0.00869245256434961,0.011094382302636,0.00892337320340446,0.00821278044106652,-37.1423535791383,168.194615171965,8.28846552638414,-28.8874703426014,36.125,341.335999999999,0.315000000002328,88.4329999999973
19,0.00809976610109346,0.00778244526567727,0.00808098409567287,0.00808520686475489,-45.3279374728907,36.9849393116054,-7.41196286529027,-32.0766430326674,34.2880000000005,316.076999999997,0.0760000000009313,97.3270000000011
20,0.0122340862603381,0.00855248228891223,0.00954515715443159,0.00935498938648784,-26.4032863970571,25.0794857525631,6.46641149122316,-0.950662856847809,36.2429999999986,329.148000000001,0.0889999999999418,89.1399999999994
