"seed","dgp_mse","deepgp_mse","hetgp_mse","dpc_mse","dgp_logs","deepgp_logs","hetgp_logs","dpc_logs","dgp_time","deepgp_time","hetgp_time","dpc_time"
1,0.000109428972488805,0.000192213687458986,0.000127854954324954,0.000132580308338799,-134.041319654874,-98.9697498825407,-135.604000095615,-137.721703294218,38.0639999999839,702.491999999998,0.0840000000025611,236.69200000001
2,0.000203037665124671,0.000150310622337824,0.000145468141041002,0.000132868871964452,-108.064584510317,-110.936416069831,-116.330431893969,-118.65388837962,39.3690000000061,767.255999999994,0.39100000000326,234.788
3,7.88243531711384e-05,9.2841196746465e-05,7.70497301126832e-05,7.44906806567747e-05,-131.391389448974,-131.080436436064,-142.240116234285,-140.3890291308,40.6710000000021,786.709000000003,0.0879999999888241,233.777000000002
4,0.000140404081597821,0.00012088332922136,8.76744546579116e-05,7.87464105924791e-05,-130.596208144699,-122.265494077045,-147.206651388371,-148.97894610867,38.1019999999844,778.964000000007,0.0979999999981374,235.796999999991
5,0.00015779896743,0.000173821845010536,0.000116553420812799,0.000127584232915954,-128.845189247143,-99.7729225876221,-133.855180823997,-133.190863819951,39.4549999999872,696.771999999997,0.0700000000069849,248.755999999994
6,4.95468031521539e-05,9.95865578551453e-05,6.49600325038926e-05,6.49715953590881e-05,-132.452345605564,-127.681066368419,-148.513359439795,-147.042584267226,38.0840000000026,692.61599999998,0.0890000000072177,234.616999999998
7,0.000182591968875296,0.000274776854398112,0.000192536743417439,0.000206289277241555,-125.619933848887,-73.6645597680403,-120.388624545971,-119.252224008656,38.8410000000149,702.051999999996,0.0730000000039581,238.176999999996
8,0.000150246152608304,0.000238744138594736,0.000156641851482298,0.000160541572439733,-123.467895548392,-80.9026093685155,-131.543831619975,-133.514140310588,37.372000000003,817.15300000002,0.0929999999934807,236.737999999983
9,0.000135449673487789,0.000146964226242513,6.14640397679494e-05,6.60403242691306e-05,-119.564628484842,-113.070502833722,-146.814674125749,-148.080406535595,39.1009999999951,812.266000000003,0.0659999999916181,237.783999999985
10,0.000209891343299927,0.000174664160836431,0.000185628701554036,0.000177795110866593,-126.405090983906,-107.615729355559,-121.61437987481,-126.252613341391,38.2330000000075,738.728000000003,0.0890000000072177,234.046999999991
11,0.000136282253795698,0.000116411811028329,0.000111537047680094,9.15220884815525e-05,-124.29748988337,-125.193165615967,-138.056303928211,-139.127413042205,38.3640000000014,676.839000000007,0.310999999986961,235.520000000019
12,0.000111046723012305,9.79822415508294e-05,9.06935039955747e-05,8.10144093217549e-05,-131.013974499169,-128.100413101244,-130.401055796818,-135.025879103988,38.6009999999951,811.344000000012,0.0779999999795109,235.488000000012
13,0.000161242001069075,0.000158034427354082,0.000151387515843922,0.000139182242742601,-129.598360382856,-116.926565820545,-127.605433910844,-130.16829941998,38.6059999999998,756.942999999999,0.0699999999778811,236.60500000001
14,0.000239198471053815,0.000340727618865595,0.000235114137904089,0.000224361029174472,-118.667297685483,-65.9901453206402,-134.926545141982,-134.256049317923,37.4769999999844,708.274000000005,0.0720000000146683,240.24099999998
15,0.000192880945721346,0.000260203085691034,0.000139054472377794,0.000132256020618868,-119.06248161785,-99.0558874965188,-132.458736972912,-130.930425499357,39.00900000002,712.13499999998,0.0640000000130385,233.877000000008
16,0.000121434099754754,0.000159539974399889,0.00013098693362072,0.000125591733822191,-130.465272335354,-112.239318504268,-148.488137260788,-148.084159254452,39.0460000000021,777.921000000002,0.388000000006286,234.227000000014
17,0.000126707956772935,0.000144271259202962,9.62278447541562e-05,6.70195227865192e-05,-126.07213264094,-120.266694675187,-145.206117099848,-147.739740930365,37.3120000000054,759.055999999982,0.0950000000011642,234.410000000003
18,0.000179992423925813,0.000279877515128008,0.000143023608030529,0.000114596235489572,-130.301762468285,-82.9966826378945,-135.446902504202,-142.052728066079,36.9710000000196,738.57799999998,0.303000000014435,235.298999999999
19,0.000178812680184518,0.000178474936399154,0.00015931038975278,0.000158271045351684,-130.852336898539,-101.670360977662,-126.353966928468,-125.758607110028,38.2520000000077,717.318999999989,0.0770000000193249,233.752000000008
