"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time"
7,0.0012953561729803,0.00130554109535635,0.00147912415918101,0.00127153972754934,-75.7956291232285,-80.1304527235792,-10.8333544658823,-75.8023881687338,16.072,16.063,120.304,0.0450000000000159
11,0.000157760177403468,0.000158614781757772,0.000583996144695958,0.000214186443570344,-85.4145406769542,-99.0111047635287,-88.4833786116443,-104.355129009976,24.219,24.473,151.747,0.0720000000000027
3,0.00082347177128798,0.000851635785483319,0.00161034393396827,0.000896280137713951,-78.5189868156683,-84.2114663843687,-15.446277129298,-86.3211362776628,24.089,24.31,155.476,0.115000000000009
5,0.000717779351688386,0.000609499687128335,0.0020032505454043,0.000791473630149279,-81.648783660805,-89.8858131112135,-22.4330999487608,-87.0023117665688,22.141,24.473,159.413,0.126000000000005
2,0.000676802431244183,0.000708730846364871,0.00117954099297551,0.000891996123995434,-77.4391181338513,-87.1342743800406,-53.1007033752332,-89.2673582895934,22.806,22.53,164.026,0.13300000000001
10,0.000788885929709355,0.000846332493770183,0.000944533361641816,0.00074743888856005,-78.6950486804622,-84.8482274793817,-56.8508463052021,-89.295615599445,24.988,25.599,159.951,0.0670000000000073
9,0.000543604002006493,0.000520719350547745,0.000683136452355947,0.000367194725063808,-81.0247333881295,-93.7830347558959,-81.4779413561416,-101.042917120771,25.261,25.897,161.011,0.070999999999998
6,0.00074658071502573,0.000687602515614537,0.000845322335776358,0.000662599801621624,-77.0431392214224,-86.462279854654,-68.2275485146207,-90.7549575014827,25.167,26.587,160.497,0.0889999999999986
8,0.000481144405639851,0.000919279692147298,0.000673457833508873,0.000531743672772724,-84.2989032360352,-82.7852942746775,-86.2320481250435,-94.9977710249942,25.492,24.936,164.253,0.353999999999985
4,0.000350364276384734,0.000354321412352996,0.00047556254217513,0.000396024967636248,-81.1535443157145,-91.9465387511543,-97.0003836214475,-99.8926532831919,24.901,25.138,166.348,0.0790000000000077
1,0.000445459137321094,0.000515975208680841,0.000812452462310513,0.000473873640461741,-80.1640452624035,-90.4308569093398,-69.5386943202896,-97.5580546738291,23.725,24.856,168.296,0.0699999999999932
12,0.000577741553281034,0.000571279579500658,0.000927601801688295,0.000657735805065143,-81.4320397168837,-90.6237045009695,-63.1564951329198,-90.9116154336362,22.272,23.963,150.765,0.194000000000017
19,0.000492917168116267,0.000538622753007808,0.000734415377854384,0.000433192120236482,-82.9687406703161,-91.3391081134085,-80.5728188329474,-96.304613760238,22.413,25.584,152.318,0.136999999999972
17,0.000788671856675991,0.000778947128220486,0.000801503826628266,0.000751563828318273,-77.347947151192,-85.5231076912567,-78.7910739657798,-88.8114657661416,24.766,24.4,158.649,0.121999999999986
20,0.00108649388239787,0.00101552016462003,0.00104798801205537,0.00100604570094655,-71.4024049891253,-77.6721477871245,-59.2192965652666,-82.502526685105,24.341,24.804,161.267,0.0759999999999934
16,0.000461232848110534,0.000458418095169489,0.000629636601767666,0.000536468266417012,-78.189066339405,-90.3407908957907,-86.0002604778051,-92.2484717049862,24.796,25.272,162.573,0.147999999999996
18,0.00074575758554949,0.00066738685414832,0.00231000319229669,0.000748585850414223,-78.0598191963029,-88.346801589435,-2.01111981801143,-91.282788671359,23.148,23.205,167.288,0.134000000000015
13,0.000949182451648877,0.0010233398832462,0.00139659336503351,0.00125230476978427,-76.7923625412084,-83.5836882912764,-31.8022711203495,-80.3437014689063,25.429,25.714,165.671,0.375
15,0.000593298837228789,0.000534753656526903,0.000906624435873706,0.000528712982917584,-77.0004499273644,-88.2208591653245,-71.4952612751564,-93.9670847809546,23.085,23,179.186,0.0739999999999839
14,0.000287404908500495,0.000306778348084232,0.000547061977627301,0.000317805975008677,-80.6895179105363,-93.2390807724084,-89.2847043046228,-102.730269361354,23.957,24.326,181.795,0.185000000000002
11,0.000157760177403468,0.000145324530188391,0.000471429809842355,0.000214186443570344,-85.4145406769542,-107.216527239136,-95.6118178406188,-104.355129009976,14.932,15.042,128.353,0.0440000000000111
18,0.00074575758554949,0.000643769582554356,0.00083193181836374,0.000748585850414223,-78.0598191963029,-93.785635456737,-69.2635772987091,-91.282788671359,22.975,23.262,145.698,0.12700000000001
1,0.000445459137321094,0.000420926225863972,0.000711523913490077,0.000473873640461741,-80.1640452624035,-100.590577723786,-78.6803289707715,-97.5580546738291,23.753,24.763,148.933,0.063999999999993
14,0.000287404908500495,0.00028454302101797,0.000602237762688746,0.000317805975008677,-80.6895179105363,-103.704897711825,-91.9813630348485,-102.730269361354,23.905,24.633,151.158,0.0809999999999889
16,0.000461232848110534,0.00046138066744774,0.000719195369458961,0.000536468266417012,-78.189066339405,-97.580666519599,-80.5825205065102,-92.2484717049862,24.648,25.19,151.216,0.150000000000006
17,0.000788671856675991,0.000756713390105774,0.000961081752182138,0.000751563828318273,-77.347947151192,-86.8637266748018,-71.8347543526584,-88.8114657661416,24.68,24.109,152.452,0.125
9,0.000543604002006493,0.000544628607363166,0.000898258327919012,0.000367194725063808,-81.0247333881295,-99.5618294952639,-67.315254052792,-101.042917120771,25.236,25.131,152.911,0.0720000000000027
15,0.000593298837228789,0.000528570446416821,0.00146794180813973,0.000528712982917584,-77.0004499273644,-96.4370322585827,-43.6706267870213,-93.9670847809546,23.139,23.417,155.832,0.0670000000000073
2,0.000676802431244183,0.000738182272335912,0.000955586975369829,0.000891996123995434,-77.4391181338513,-90.42667510927,-67.2796422429868,-89.2673582895934,22.826,22.556,159.37,0.135999999999996
12,0.000577741553281034,0.000509586533763386,0.000814302930548304,0.000657735805065143,-81.4320397168837,-95.6799410462566,-66.6127907405452,-90.9116154336362,22.506,22.85,159.936,0.193999999999988
3,0.00082347177128798,0.000795570508371959,0.00116077882635337,0.000896280137713951,-78.5189868156683,-87.8294812012399,-46.5976083333118,-86.3211362776628,24.183,24.479,159.541,0.113
10,0.000788885929709355,0.000790008150622449,0.00111330679643847,0.00074743888856005,-78.6950486804622,-87.6202006515822,-43.7210538062466,-89.295615599445,25.17,25.625,160.469,0.0569999999999879
5,0.000717779351688386,0.000863410722143431,0.00116282893198867,0.000791473630149279,-81.648783660805,-88.182340568326,-41.2762197715177,-87.0023117665688,22.231,23.431,166.326,0.125
19,0.000492917168116267,0.000626632837290538,0.000490409448316955,0.000433192120236482,-82.9687406703161,-90.1148789336182,-96.1877524913845,-96.304613760238,22.436,24.006,165.237,0.130000000000024
4,0.000350364276384734,0.000370776212799647,0.000513327794049199,0.000396024967636248,-81.1535443157145,-98.2458414544007,-93.4408159327905,-99.8926532831919,25.34,25.723,162.623,0.0720000000000027
8,0.000481144405639851,0.000410763944498282,0.000994574439854723,0.000531743672772724,-84.2989032360352,-98.0341513567949,-66.0684569100219,-94.9977710249942,25.59,23.193,167.885,0.358000000000004
6,0.00074658071502573,0.00068442906568989,0.00080215867294414,0.000662599801621624,-77.0431392214224,-90.580544980814,-70.54826405891,-90.7549575014827,24.982,26.405,165.996,0.0819999999999936
7,0.0012953561729803,0.00130110873324453,0.00113075814670353,0.00127153972754934,-75.7956291232285,-77.9648446998257,-37.9797743538512,-75.8023881687338,25.998,26.021,176.156,0.078000000000003
13,0.000949182451648877,0.00114282163957316,0.00190417973423594,0.00125230476978427,-76.7923625412084,-84.6140746958366,-0.87215048742368,-80.3437014689063,25.192,26.22,186.915,0.49199999999999
20,0.00108649388239787,0.000963819572500308,0.00106891770534734,0.00100604570094655,-71.4024049891253,-81.4479315133113,-52.7762513478219,-82.502526685105,24.381,24.907,162.242,0.0819999999999936
