"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time"
17,4.48007115375392e-05,4.10302250490684e-05,0.000109740552063822,3.19215352025331e-05,-100.650060657556,-126.420554117526,-127.372029113043,-172.856535469991,22.762,23.211,420.014,0.109999999999957
18,7.19006426711117e-05,8.82991129988288e-05,0.000161031509778806,0.000108980150324229,-108.490393991745,-125.669594173981,-115.11948703481,-160.82509347734,25.164,24.541,419.846,0.442999999999984
15,0.000229076668887077,6.98834598905271e-05,8.74511601387906e-05,5.66927797584686e-05,-101.873740687452,-127.049379783391,-133.375088798825,-167.253150110025,26.308,25.067,419.731,0.0550000000000068
20,7.92174787998492e-05,7.42744695740581e-05,0.000103716401783443,5.66429581545786e-05,-101.142013088961,-124.931264300482,-128.987331141532,-174.032282901368,23.02,23.75,425.504,0.383999999999958
19,8.24400783064935e-05,9.2512894307067e-05,0.000172909130117695,6.30945942100565e-05,-105.5674335203,-126.404741301828,-109.262051618129,-168.003525507539,25.246,27.267,426.665,0.0720000000000027
1,0.000100940318502769,0.000106056943683848,0.000140041748407923,0.000101520268317353,-100.831938900713,-131.399233864503,-120.16120264898,-153.41280092211,23.337,24.203,369.134,0.0539999999999736
2,0.000102653651430974,0.000108889561327731,0.000144446249008298,8.37965870181317e-05,-103.726613801607,-127.941662187986,-117.382211530661,-160.841100608561,24.025,26.269,370.963,0.0769999999999982
11,0.00010389863848642,7.13682419196722e-05,0.000117675124296077,5.81171499420109e-05,-113.770169975783,-137.330083789035,-123.346786097781,-168.764542363822,16.937,16.397,281.59,0.049000000000035
3,5.6256414891958e-05,5.89087998844987e-05,9.25915566388458e-05,4.85622807332861e-05,-104.008653837875,-141.082697249366,-131.720373269643,-169.765776001822,23.631,25.125,421.156,0.0980000000000132
4,7.41573903381228e-05,3.84078126031395e-05,9.55444535640015e-05,4.24327309107708e-05,-107.780975629843,-147.105636634924,-130.486792887315,-172.052052662923,25.144,25.809,381.904,0.125999999999976
7,0.000112460180763522,0.000138961245210674,0.000159235149144793,0.000113867807474836,-105.714115806698,-123.674259292361,-112.364719660569,-164.046163901867,25.565,25.506,407.513,0.353000000000009
6,5.81901044312395e-05,5.55803551190088e-05,0.000137569543117243,3.73255648720577e-05,-103.492002146274,-142.589982595578,-118.5242560724,-167.079362082581,23.179,24.574,430.518,0.540999999999997
10,9.01132457555401e-05,6.67146421928273e-05,0.000121833370495585,5.83445009199178e-05,-103.478237856363,-140.106255935263,-123.216398885418,-162.795316319089,23.263,24.808,382.442,0.317999999999984
5,5.88501502979846e-05,9.31785023480806e-05,0.000113162285917817,4.84944563824298e-05,-104.009045003581,-133.690148214474,-126.109954510204,-169.084261353222,24.465,26.088,437.885,0.341000000000008
12,4.88136133886969e-05,4.35149268376436e-05,9.60643624778549e-05,3.87203909956279e-05,-107.261193230472,-146.151399379052,-128.71178943357,-170.121336173646,23.845,24.901,410.105,0.0509999999999877
8,9.64566335864339e-05,7.41539951719523e-05,0.000177691626284054,6.32545757205525e-05,-103.360713482323,-137.748190918849,-110.338951454691,-163.812029026461,24.082,24.831,474.658,0.413999999999987
9,0.000146604322238899,4.23252300079792e-05,7.77335042365211e-05,3.86104735910193e-05,-107.704923276147,-145.645437460919,-135.674462548411,-173.674268754942,26.076,24.943,417.883,0.341999999999985
13,8.53395343054539e-05,7.40830828239533e-05,0.000163291355688694,6.5632872447808e-05,-105.527832374936,-135.358085381682,-112.01113699525,-167.791873881758,24.675,26.604,431.081,0.0919999999999845
14,5.77333855049397e-05,6.38983659010861e-05,0.000137738062570686,4.65678701402671e-05,-101.1218136248,-140.155885562888,-121.162073327612,-164.126431424399,22.616,25.603,400.487,0.269000000000005
16,8.62382325452629e-05,7.76527541220238e-05,0.000144326408277023,7.73131729503377e-05,-107.8712635228,-136.99813783337,-116.500211598699,-171.210591761739,24.644,26.156,415.336,0.0570000000000164
18,7.19006426711117e-05,9.02485579037571e-05,0.000153151549562847,0.000108980150324229,-108.490393991745,-134.129158287939,-117.334519403302,-160.82509347734,25.951,25.414,381.048,0.442000000000007
15,0.000229076668887077,7.14772636436333e-05,7.59852879034744e-05,5.66927797584686e-05,-101.873740687452,-138.596208484917,-136.281808289456,-167.253150110025,26.224,26.194,445.195,0.0539999999999736
17,4.48007115375392e-05,4.0557388381605e-05,9.31062413039913e-05,3.19215352025331e-05,-100.650060657556,-146.407471128189,-131.77021542846,-172.856535469991,22.663,23.483,399.145,0.107999999999947
19,8.24400783064935e-05,9.304570607691e-05,0.000111771531186919,6.30945942100565e-05,-105.5674335203,-135.752085014871,-126.065191670107,-168.003525507539,25.345,26.914,384.375,0.0790000000000077
20,7.92174787998492e-05,7.64579051341739e-05,0.000107400289209586,5.66429581545786e-05,-101.142013088961,-138.224132752794,-128.196863017088,-174.032282901368,22.933,24.842,418.279,0.381000000000029
