"seed","dgp_mse","dgp_r_mse","deepgp_mse","hetgp_mse","dpc_mse","dgp_logs","dgp_r_logs","deepgp_logs","hetgp_logs","dpc_logs","dgp_time","dgp_r_time","deepgp_time","hetgp_time","dpc_time"
1,0.000716926230399981,0.000753084331603721,0.00137835004761387,0.000978942503213253,0.000931325827662477,-62.2765068062406,-87.5868111748346,-66.5422031356924,-78.5583095455535,-79.9330600266458,13.9510000000009,12.8839999999909,96.627999999997,0.0450000000128057,159.437999999995
2,0.00147125892404062,0.00137694851310132,0.00161211108605308,0.00129065470977616,0.00128981426760359,-61.8957405655936,-58.9427834723778,-61.944163406854,-55.6457826873415,-56.6074776612809,14.8139999999985,13.6430000000109,91.8989999999903,0.0690000000031432,160.729999999996
3,0.000953341335745242,0.000827490564302025,0.000902902624774278,0.000689872935002522,0.000733654032560586,-63.4252072975065,-85.843818670224,-83.6493967148798,-87.6427961943446,-84.7139032163163,14.7700000000041,13.502999999997,92.0020000000077,0.0339999999996508,161.337
4,0.000919255374000064,0.000488042217259753,0.00050342021260971,0.000456757355587155,0.000479673734707335,-66.05547957863,-98.2109024589685,-97.3983641577514,-98.6738988550162,-99.0974980899558,14.3870000000024,13.2739999999903,91.5240000000049,0.036999999996624,162.289000000004
5,0.000415104477500459,0.000557632489234275,0.000868936747733482,0.00039130001378308,0.000489883042768995,-68.7784123541324,-94.1349189567658,-85.0067359826957,-103.038295057072,-97.6997297668624,14.9360000000015,12.3549999999959,95.8589999999967,0.13300000000163,161.876999999993
6,0.000639653409913557,0.00053978393360114,0.000950525559330388,0.000610544188033247,0.000595980648744905,-65.281807195599,-94.7237310456219,-81.7278583678878,-91.7068863130469,-94.1081394369688,14.9399999999878,13.9980000000069,90.4569999999949,0.0510000000067521,162.010999999999
7,0.000657961355524803,0.000793617572027741,0.00134109560424153,0.000845276156824512,0.000758918665319011,-66.44576442138,-89.7666066288967,-68.6618439253661,-84.3831214484339,-88.1390851731725,15.0219999999972,13.6469999999972,89.9790000000066,0.218999999997322,162.409
8,0.00131028046635882,0.000840072329034007,0.00129555104815722,0.000793673983744074,0.000783358268207157,-68.1249046681458,-86.5204819901839,-69.7562807052225,-86.2848246191239,-84.8923522009732,14.726999999999,12.5610000000015,83.906999999992,0.169000000008964,161.364999999991
9,0.000425302406649257,0.000486065261087689,0.000787355753706752,0.000435802639949881,0.00035797507592266,-71.6356094253916,-98.3416177151204,-86.0211540696175,-99.7624023797197,-103.203810647876,15.5010000000038,14.435999999987,90.2480000000069,0.0519999999960419,161.627000000008
10,0.00130047805402789,0.000920156850518382,0.00083263704308695,0.000837967809085457,0.000840921836437809,-60.6388128789808,-82.0892529316796,-86.3106392552974,-79.0662234984539,-79.6368040982923,14.0869999999995,13.6260000000038,95.3249999999971,0.0449999999982538,161.012000000002
11,0.0011507258838871,0.0010055168149614,0.00106665866338438,0.000871966209566093,0.000860876684190392,-65.9624754442306,-78.2324181677208,-77.5416057458658,-81.9806599534658,-81.7793809442294,14.2109999999957,13.0200000000041,86,0.137000000002445,159.775999999998
12,0.000824402987262316,0.00075640364242052,0.00149461347545471,0.000685955845728482,0.000708140253627227,-65.7340755740567,-86.7971724772205,-59.4966607205379,-86.9560913539383,-86.4533010297524,15.0359999999928,12.3849999999948,94.1080000000075,0.0280000000057044,161.083999999988
13,0.000680469856363325,0.000715688749380557,0.000871127044573176,0.000756599982861133,0.000634278916997261,-66.2570313052317,-90.1012545735021,-85.3840663873175,-88.3047526367855,-91.5293163376942,14.0200000000041,13.1689999999944,96.2829999999958,0.0489999999990687,160.808000000005
14,0.00116673768617296,0.000844985595950949,0.00149322289916956,0.000811981313430422,0.000782207731139109,-65.2519018727837,-85.6703887395999,-66.0979512675599,-85.6415391648949,-85.4814283529806,15.2569999999978,13.6009999999951,90.9850000000006,0.0400000000081491,160.619999999995
15,0.000878974158287465,0.000895177795034268,0.00126289133754813,0.000879910339245093,0.000861875491182439,-61.009571524776,-85.9027648925805,-73.3517637961464,-82.432266312583,-80.3071526121176,14.9809999999998,13.5450000000128,95.476999999999,0.0319999999919673,161.025000000009
16,0.000738289721288773,0.000719804310037183,0.000873980415346304,0.000629727410525383,0.000713856391324559,-66.4838201579635,-89.4021787605402,-84.7935852835427,-92.2996447037531,-90.0728294198225,15.1390000000101,13.3600000000006,89.8929999999964,0.0760000000009313,161.865000000005
17,0.000803244501136099,0.000558760628047949,0.000783909449344471,0.000517842240472728,0.000537384299974446,-59.3192259760828,-93.7656397975655,-88.3201129757133,-98.4173863383022,-96.9319282370685,14.5979999999981,14.1790000000037,94.0400000000081,0.032999999995809,161.048999999999
18,0.000571445884407702,0.000563942248273697,0.000930648971109849,0.000519213887045329,0.000575710547271468,-67.6148236281002,-94.8652157499857,-82.1075969411471,-96.2753890125212,-94.6013966625788,15.1009999999951,13.6239999999962,94.398000000001,0.100000000005821,161.705000000002
19,0.000994321068431871,0.000950344880419406,0.000963495460307005,0.000798799765019439,0.000745214581163218,-65.0621918761348,-82.1056655043465,-81.2448742295205,-84.5966862173619,-87.3537867001201,14.5729999999894,14.0200000000041,98.3220000000001,0.19199999999546,161.875
20,0.000833144156650876,0.000506110377592427,0.000676747631870858,0.000432357884508603,0.000462743914370652,-63.8972756337925,-90.8484195282323,-91.3600104674617,-99.5982186640857,-99.7270551419349,14.3880000000063,14.2700000000041,97.1290000000008,0.0299999999988358,157.955999999991
