"V1","V2","V3","V4","V5","V6"
0.241140234925155,0.269841164691687,0.262448015775053,0.314983003048978,0.258448487197864,0.192848669630444
0.301545332698394,0.329758966007152,0.322635104767682,0.367856307296486,0.318392584053615,0.25465976879152
0.360377662839503,0.388151869139046,0.381422052026308,0.419579231829723,0.37681095610515,0.315036936322277
0.417553115100492,0.444952056454556,0.438749184356866,0.470217991561614,0.433689935549766,0.373962460723708
0.472954702937425,0.500062049664406,0.494557441427547,0.519568645879856,0.488946846127841,0.431345016371275
0.526579085863197,0.553466487615009,0.548824592585253,0.567567096140232,0.542538913316826,0.48713192787536
0.578126785608474,0.604803221234297,0.601181012337685,0.613878042707982,0.5940840064067,0.540954603438438
0.627518837980739,0.654009524475266,0.651618917646877,0.658418382872064,0.643517705379278,0.592759821286746
0.674554763270902,0.700936534323102,0.699963045334122,0.70104890319181,0.690689532244996,0.64238143373859
0.71902515931582,0.745376928063648,0.745968276894243,0.741585589008276,0.735342195429646,0.689570076827079
0.760739982535694,0.787147344119839,0.789459088798776,0.779815318734698,0.777219122902193,0.73407052717548
0.799396754177037,0.825945446498252,0.830230859209466,0.815524106473354,0.816118612349907,0.775695666267525
0.834892394040306,0.861626642617425,0.868164447127492,0.848599545622516,0.851912582538358,0.814313835604807
0.86702373858619,0.893990930284384,0.903031802413538,0.878752059041158,0.884326314173279,0.84961887432855
0.895717834217094,0.922940878853282,0.93471162089469,0.905802115806447,0.913224940919865,0.881471197080245
0.920884264562222,0.948416835754806,0.963110412730108,0.929570172964634,0.938523773220488,0.909779579129352
0.94256198733836,0.970456188283158,0.98819933319779,0.94997938231904,0.960228321505307,0.934534848063947
0.960910687164041,0.989276898316652,1.01016569370769,0.967170828532261,0.978618966665851,0.955986247453424
0.976199423408516,1.00520444500607,1.02927705852004,0.981461827094598,0.994100913908877,0.974487361915664
0.989026518743877,1.01887798500954,1.04599167341264,0.993407612325191,1.00730770105971,0.990605501507338
1.00045191687355,1.03130432726749,1.06103608646798,1.00376355888036,1.01923633642643,1.00525785121353
1.0119977567728,1.04392889601859,1.07555170157787,1.01370088581902,1.03132484606059,1.01976773535451
1.02545034525508,1.0582939070856,1.09088787416203,1.02478531109331,1.04520941368393,1.03567187835528
1.04233928870961,1.07560298546014,1.10827337552197,1.03848856367486,1.06225480398442,1.05431646382795
1.06302320279104,1.09612080537294,1.12809657171831,1.05540251068745,1.08279979850252,1.07614531804315
1.08628091983557,1.11896439433922,1.14972623395451,1.07515873814639,1.10592700968804,1.10037739188336
1.10984835377683,1.14220549061589,1.17178316827038,1.09677073908258,1.12974450864064,1.12533893783598
1.11797119192172,1.15020963576081,1.17948067616235,1.10468884133716,1.13799709008254,1.13406794931439
1.12562100971423,1.15767783670741,1.18674196931644,1.11237460435837,1.14571256797181,1.14230438122456
1.13280065406949,1.16456053616138,1.19352657436831,1.11977439582553,1.15284325900803,1.15001037345109
1.13951778339373,1.17083033649056,1.1998190832373,1.12686176660453,1.15936678312727,1.15717202898398
1.14572664066447,1.17642813897469,1.2055784736777,1.1335654033591,1.16523125945962,1.16374032857656
1.15135368892124,1.1812950905912,1.21076753431808,1.13980174503063,1.17038314649207,1.16965570321351
1.15631130106303,1.18538737554582,1.21535676763581,1.1454683282542,1.174759408563,1.17484434843203
1.16049910101542,1.1886639293274,1.21932055088809,1.15046993798629,1.17829733610408,1.1792302876867
1.16382872739472,1.19110338860779,1.2226354458847,1.15472697120408,1.18094993855026,1.18275080954874
1.16624687276987,1.19271458812346,1.22531039554243,1.15818261560919,1.18271166795295,1.18538847118684
1.16772573620455,1.19352338936656,1.22734507921322,1.16079099830633,1.18359605871787,1.18714101323636
1.16827931854121,1.19358211598561,1.22875657602794,1.1625365807874,1.18363984128406,1.18803191590745
1.16795780293977,1.19295725987312,1.2295651303579,1.16343010983557,1.18291041879791,1.18811813652829
1.16684894683668,1.19173758401559,1.22980406899718,1.16349672539669,1.18149030141793,1.18747558655831
1.16506578390923,1.19002198317346,1.22952257558399,1.16278862439602,1.17948201944491,1.18619972720191
1.16274449486587,1.18791601199298,1.22878256479707,1.16138443033203,1.17699475522506,1.18440104056808
1.16004209966893,1.18554509847623,1.22765716239976,1.15938928093917,1.17415682918273,1.18220422128084
1.15712545653513,1.18303080494302,1.22623625978366,1.15691930902651,1.17109818718146,1.17973934358129
1.15415899386136,1.18050567990427,1.22462593755145,1.15410050357788,1.16796636523516,1.17714735609484
1.15129303522099,1.17808737175074,1.22293035293,1.15107079556009,1.16490237246714,1.17456751783822
1.14865875621755,1.17589882883774,1.22126321649428,1.14796645608511,1.1620464029077,1.17213126586326
1.1463635438202,1.17403497529185,1.21972533175368,1.1449117044369,1.15951564153404,1.16995332980508
1.14448882809739,1.17257118104531,1.21840533479624,1.14203123503883,1.15742103057647,1.16813878736615
1.14309589822675,1.17156727577818,1.21737738289961,1.13943009885517,1.1558479758841,1.16677045281847
1.14222796216848,1.17105807211638,1.21669595874137,1.13720430981642,1.15485525884787,1.16591212307984
1.14190387449533,1.17105898604932,1.21639204984249,1.13543066145438,1.1544734550317,1.16560082117812
1.14212863223768,1.17157214407452,1.21649064301633,1.13416396651108,1.15471324266652,1.16585772676944
1.14289485468572,1.17257786866322,1.21699500151857,1.13343631439111,1.15555598996495,1.16668066286869
1.14418225931179,1.17404361520551,1.21789856585562,1.13325916709408,1.15696123031229,1.16804517945373
1.14596073691053,1.17592848424743,1.21917998683297,1.133624813342,1.15887358627097,1.16991354890931
1.14818640504975,1.17817722732745,1.22080902251244,1.13451212957213,1.16122827080538,1.17223726263064
1.15080217492645,1.18072325105074,1.22273721456621,1.13588908259653,1.16394098617376,1.17494648051576
1.15374228202369,1.18349533351579,1.22491725167385,1.13771490456909,1.16693273597092,1.17797323803709
1.1569284890356,1.18641759124249,1.22729388167062,1.13993144620912,1.17011194831388,1.18123402735515
1.16027864035533,1.18941268075522,1.22981262320236,1.14248432202885,1.17339556502229,1.1846515610542
1.16370642131039,1.19240360428447,1.23241257349534,1.14531101954012,1.1766948131901,1.1881396571386
1.16713154755251,1.19532598764568,1.23504206635288,1.14834748131289,1.17993198783736,1.19161734076518
1.17046685788193,1.19811334299336,1.23764300206165,1.15152001688805,1.18303235270587,1.19500595895212
1.17364436963269,1.20071616607324,1.24017093881132,1.1547654620703,1.18594111532483,1.19824488121185
1.17660041245065,1.20308706412586,1.24257417173099,1.1580115595741,1.18859814158343,1.20126580233441
1.17928133032382,1.20519220780764,1.24481471947726,1.16117609910874,1.19095853461761,1.20401540100128
1.18164328371393,1.2069955180047,1.24685286957694,1.16419459536893,1.19298132079067,1.20644602322832
1.1836576556097,1.20848193427611,1.2486647196083,1.16699869869653,1.19464280455368,1.20852793965822
1.18530332806261,1.20963792840144,1.25023130994627,1.16953797452696,1.19592303860408,1.21023576557364
1.18656932998453,1.21045982092977,1.2515391019472,1.17176058606772,1.19681379285231,1.2115547426186
1.18745121177422,1.21095449551654,1.25258370525243,1.17362940656391,1.19731527912134,1.21247919183514
1.18795562717323,1.21113112954619,1.2533678857851,1.1751201296795,1.19743914206468,1.21301479595407
1.18809320205847,1.21100607577001,1.25389818488338,1.17622365327424,1.19720804359944,1.21318223513614
1.18788717493274,1.21060468623719,1.25418134902566,1.1769392086713,1.19664595084272,1.21300071186671
1.1873692748853,1.20996018927881,1.25424173719245,1.1772814904216,1.19579668634989,1.21251206018853
1.18657990348027,1.20910887638432,1.2540974213509,1.17727233468612,1.19470356357884,1.21175810237112
1.18556829828852,1.20809857503917,1.25377675444676,1.17693863820727,1.19342212236233,1.21079252405468
1.18438671096136,1.20697363160031,1.25331183062495,1.1763158809384,1.19200880220704,1.20967265498004
1.183092389057,1.2057863212472,1.25273405206918,1.17544697099856,1.19051968892989,1.2084530532166
1.18174032253198,1.20457971677168,1.25207689048848,1.17437602345469,1.18901024752659,1.2071893458522
1.18038335011489,1.20339982837896,1.25137492803728,1.17314636825691,1.18752874487189,1.20593131518238
1.1790632964994,1.20228346270213,1.250662841119,1.17180600755632,1.18612242904679,1.20472388032687
1.17783151314316,1.20126838958568,1.24997154612964,1.17040774587234,1.18483203134333,1.20360969002025
1.1767212542167,1.20038243390546,1.24933075148148,1.16899420330077,1.18369333322274,1.20262469080076
1.17576686459133,1.19965285123603,1.24876919970609,1.16761128096478,1.18273414690014,1.20179685837124
1.17498805846045,1.19909246880427,1.24830195639585,1.16629078869835,1.18196993087708,1.20114305093034
1.17440135975843,1.19871569685208,1.24795351142532,1.16506953230853,1.18141333765663,1.20067895688013
1.17401582586672,1.19852595620137,1.24773380889126,1.16397322301541,1.18107159213502,1.2004141748279
1.17383160991474,1.19852152896028,1.24765223933659,1.16302277179907,1.18094385990581,1.2003497828483
1.17385104314502,1.19869988329294,1.24771201811182,1.16224101810814,1.18102432150949,1.20048376616457
1.17406492922312,1.19904962838189,1.24791116356116,1.16163934419163,1.18130476229695,1.20080946894799
1.17446259503412,1.19955596414435,1.24824621826957,1.16123064957199,1.18176912857277,1.20131403111877
1.17502714148873,1.20019796377167,1.24870618190549,1.16101450572067,1.18239838184249,1.20198314106631
1.17574718335076,1.20095632983753,1.24928076406637,1.16100026518295,1.18317271968101,1.20280063730524
1.17659578206868,1.20180642265582,1.24995206473134,1.16117485443721,1.18406373719979,1.20374121805409
1.17755360899179,1.20272722981412,1.25070783032187,1.16153135684967,1.18504898215816,1.20478516224083
1.17859124871574,1.20368739729103,1.25152468149504,1.16205199352305,1.18609257547827,1.20590076312306
1.17968994832089,1.20467142174211,1.25239466400751,1.16272501805562,1.1871767696372,1.20707297733169
1.18082129274449,1.20565240408208,1.25329575453933,1.16352605795861,1.18826946948737,1.20827106051598
1.18196624109678,1.20661565565634,1.2542178148181,1.1644411795458,1.18935188513276,1.20947778927657
1.1831066747049,1.20754763276824,1.25514610482395,1.16544276508432,1.19040165620056,1.21067105720985
1.18422613610535,1.20843609871836,1.25606989195738,1.16651452565135,1.1914062991861,1.21183593992759
1.18530529459752,1.2092686699431,1.25697663821496,1.16763139171196,1.19234672387003,1.21295271634553
1.18633622919309,1.21004518068777,1.25786419468529,1.16877892201614,1.19322312431309,1.21401689128807
1.18730201445802,1.21075388909231,1.25872048373038,1.16993313701929,1.19402047725203,1.2150130445738
1.18819630130857,1.21139726576998,1.25954218785644,1.1710747146241,1.19473686982681,1.21593417567079
1.18900875160232,1.21197047935711,1.26032102588266,1.17218741279988,1.19536418258652,1.21677005991519
1.18973413193938,1.21247437385907,1.26105823376586,1.17325321541626,1.19590740290637,1.217521840357
1.19037056187953,1.21291219779238,1.26174654698879,1.17425799041085,1.19636262055285,1.21818319023445
1.19092063349323,1.21328523565082,1.26238519011292,1.17519250291387,1.19673181618567,1.21875502352839
1.19138378858257,1.21359636934817,1.26297472272106,1.17604756804587,1.19701751013976,1.21923636341096
1.19176597381266,1.21385009487835,1.26351222054534,1.17681523404021,1.19722150828868,1.21962969475065
1.19207228710269,1.21405143649228,1.26400376984123,1.17749195502372,1.19735663900501,1.21994634147997
1.19230368050488,1.21420390178183,1.26444356725033,1.17806979003549,1.19741889508189,1.22018070080919
1.19247505928148,1.21431635530642,1.26484246383489,1.17855294237897,1.19742455665339,1.22034966057909
1.19258931565869,1.21439287224364,1.26519991749624,1.17893431789334,1.19737676050973,1.22045732262806
1.19265962129988,1.21444332728238,1.26552843760223,1.17922514145243,1.19729182059288,1.22051931806905
1.19268848215423,1.21447007648194,1.26581964156136,1.17942358504856,1.19717208875597,1.22053827076019
1.19269252732972,1.21448584309623,1.26608979405226,1.17954232738232,1.19703422040602,1.22053124215501
1.19267585124883,1.2144922531703,1.26633584401234,1.17958545517998,1.19688413698276,1.22050562583532
1.19265410818573,1.21450737025405,1.26657869616385,1.17957195518096,1.19674433038483,1.22048308457107
1.1926344397961,1.21453040434592,1.26681136545894,1.17950803051659,1.19661544584859,1.22046743893764
1.19262574495367,1.21457200310794,1.26704630724729,1.17940849014045,1.19651336712955,1.2204722312428
1.19263116827566,1.21463102476816,1.26728173275297,1.17928524022814,1.19643956544633,1.22050213057617
1.1926618281128,1.21472091738466,1.26752933230398,1.17914816879996,1.1964071487367,1.22057014208901
1.19272105351784,1.21483946898405,1.26778992829587,1.17901172059176,1.19641825299288,1.22067803495161
1.19281994017826,1.2149951261527,1.26807261227588,1.17889263842385,1.1964822902923,1.22083932574747
1.19296213333801,1.21519200264139,1.26837707445657,1.17879800724302,1.19659854096153,1.22105018476884
1.19313937295458,1.21542240206923,1.2687004709784,1.17873093485445,1.19676439588215,1.22131045203656
1.19336729570418,1.21569289474807,1.26904859371081,1.17870655567898,1.19698253451099,1.22162447097444
1.1936374960561,1.21600092728839,1.26942044526265,1.17872451066993,1.19724991201016,1.22198857128756
1.193967807949,1.21635618285327,1.26982602665123,1.17880765281447,1.19757566457247,1.222410703347
1.1943412966303,1.21674719471001,1.27025616078718,1.17894227271607,1.19794517492639,1.22287822121213
1.19476978171788,1.21717693393216,1.27071757136492,1.1791475373186,1.19836489932934,1.22339859644915
1.19522697377507,1.2176328520623,1.27119390029878,1.17939889836573,1.1988127075315,1.22394592920332
1.19573435451382,1.21812046922776,1.27170192876141,1.17971813602077,1.19930109652869,1.22453775954367
1.19626488620277,1.21862510133789,1.272222915823,1.18008221891376,1.19980826243358,1.22514963404988
1.19683841763522,1.21915937100018,1.27277598743356,1.18051088055155,1.2003493947356,1.22579713836197
1.19742980976464,1.21970111432515,1.27334115147201,1.18097796192634,1.20090009169062,1.22645907158884
1.19803868352761,1.22025189051844,1.27392243064514,1.18148356146988,1.20145966523464,1.22713217539413
1.19864895229441,1.22079868551488,1.27450711083026,1.18201585715345,1.20201530739875,1.22780283031485
1.19926051718597,1.22134279812422,1.27509933293346,1.18256891922695,1.20256527731031,1.22846930238553
1.19988439389889,1.22188866953024,1.27570750524723,1.18315305757416,1.20311577149779,1.22914087352732
1.20049749780578,1.22242503057032,1.27631588583159,1.18374769720601,1.20365124353057,1.22979725357927
1.20111718840578,1.22295947830595,1.27693561037697,1.18436308666377,1.2041824651124,1.23045156785093
1.20170178304395,1.22346271269303,1.27753735391963,1.18495980185278,1.20467712601941,1.23106974851984
1.20228253588177,1.2239584880677,1.27814387725462,1.18557060690315,1.20516219831637,1.23167871001301
1.20283385502953,1.2244266665798,1.27873328439939,1.18616152972949,1.20561343062212,1.23225420196287
1.20340222103063,1.2249039020209,1.27934220403208,1.1867716999957,1.20607211416551,1.23283672988862
1.20393671727894,1.22535694042591,1.27993246312136,1.18735789652456,1.20649915045711,1.23338643156127
1.20446607604649,1.22580344127893,1.28052392268843,1.18794095129936,1.20691640964688,1.23392583072381
1.20496188768622,1.22622300157369,1.28109438527572,1.18849060137688,1.20730292696104,1.23443285405382
1.20544872216048,1.22663938828258,1.28166388993967,1.18903121847716,1.20768186085546,1.23492798668496
1.20592441497652,1.22704727515714,1.28222844323818,1.18955492279391,1.20805012277228,1.23541143677877
1.20639644873379,1.22745808722384,1.28279448855601,1.19006768741435,1.20841757130402,1.23589311127036
1.20685666187324,1.22786226676231,1.28335196884065,1.19056335713373,1.20877656663638,1.23636319248288
1.20729571926304,1.22825624635411,1.28389755665632,1.19102704915021,1.20912076334635,1.23681551573861
1.20773310940126,1.22865140672408,1.28443989730487,1.19147667043223,1.20946353252742,1.23726465363039
1.20815654094859,1.22904378699205,1.28497382893581,1.19190562012315,1.20980171536545,1.23770509698906
1.20858898621425,1.22944482417662,1.28551500548322,1.19233057785429,1.21014962797186,1.2381556019729
1.20901373934653,1.22984592322726,1.28604996639916,1.19273524655241,1.21049457823849,1.23860051272676
1.20944373219081,1.23025185960304,1.28658624480391,1.19313677328556,1.21084832799399,1.23905254602713
1.20985976217828,1.23065552423751,1.28711200267063,1.19351366148755,1.2111960054747,1.23949430859079
1.21028284882116,1.23106681615593,1.28764327332581,1.19388756354007,1.21155383782606,1.23994544218352
1.21070726952049,1.23148353153006,1.28817432165856,1.19425718179864,1.21191851083491,1.24040123733994
1.21114237495628,1.23190658474886,1.28870789555529,1.19462477414498,1.21229024631801,1.24086399067394
1.21157786924985,1.23233413356373,1.28924088318272,1.19498866948146,1.21266642254962,1.24132941060404
1.21201533570555,1.23276726043082,1.2897793290067,1.19535397382584,1.21305408267124,1.241805727416
1.21245656539827,1.23320522490778,1.29031755363837,1.19572015227728,1.21344583239562,1.24228428308803
1.21290773455942,1.23364942673891,1.29085813337486,1.19609348817822,1.2138447503007,1.24276963467242
1.21336144316575,1.23410018974229,1.29140044000241,1.19647021026811,1.21425379454042,1.24326439329877
1.21381830566962,1.23455300187907,1.2919439478074,1.19685034995823,1.21466579023183,1.24376215916918
1.21428428388162,1.23501318362953,1.2924938981524,1.1972405410585,1.21508706275122,1.24426915981573
1.21475552352692,1.23547983187149,1.29304801055836,1.19764057326423,1.21551597116545,1.24478258557453
1.21519064004791,1.23591028328615,1.29355431604304,1.19801149962986,1.21591324046383,1.24525715562838
1.21716213155387,1.23783832276188,1.29582410366111,1.19975344019607,1.21770915886602,1.24739727548461
1.2192360152579,1.2398534167622,1.29817393003148,1.20166268940189,1.21959328401431,1.24963115025985
1.22139922931439,1.24193566427406,1.3006158357087,1.20373430748171,1.22154161370972,1.25193725093963
1.22364644683817,1.24409185426029,1.30315901905458,1.2059221918175,1.22355389596566,1.25431160605559
1.225969723459,1.24631567081107,1.30581388495868,1.20820972284832,1.22563453139861,1.25675836169597
1.22839582018717,1.24863701737418,1.30860091657367,1.2105951849362,1.22781295037926,1.25930494058011
1.23092839906798,1.25106499277854,1.31153371272612,1.21307710794153,1.23011032106062,1.26197583302942
1.23362270605683,1.25364469178062,1.31465237716804,1.21568994444354,1.23257766534728,1.26482334705244
1.23648902354645,1.25639158901986,1.31797039162456,1.21844112540763,1.23523377786426,1.26787295521359
1.23955812831231,1.25933261729909,1.32150959112263,1.22135549588494,1.23811418988794,1.27115762791987
1.24284004194243,1.2624800850275,1.32527399473305,1.22444876111663,1.24122611898987,1.27468426809583
1.2463321740372,1.26582830401729,1.32925255325024,1.2277306742275,1.24456338039615,1.27844373784128
1.25000749167154,1.26935539727602,1.33340378293779,1.23118880755823,1.24809007058782,1.2823940637315
1.2538208824199,1.2730184973466,1.33766997167647,1.23480086179382,1.25175479706081,1.28647850481637
1.25772922817663,1.27677608789951,1.34199373888854,1.23853510001394,1.2555058547431,1.29064083636041
1.26168552115392,1.2805845074051,1.34632041169554,1.24235096405837,1.25928186930039,1.2948163793399
1.2656493720618,1.28440244301233,1.35061500711176,1.24619855950168,1.26303712785858,1.29896384163857
1.26962577923474,1.28822654023362,1.35487573535197,1.25006065405593,1.26675427851027,1.30306869897215
1.27359662055995,1.29203986107448,1.35910413552058,1.25391447922191,1.27042294636488,1.30712448790214
1.27756609125985,1.29584457906532,1.36331463859959,1.25775575686996,1.27405476717622,1.31114567230536
1.28153989253763,1.29964271393871,1.36752730929567,1.26158899714731,1.27766132996494,1.31515182505632
1.28551025833148,1.30342208801118,1.37173910085285,1.26541101766266,1.28124967914525,1.31915116485973
1.28951197267758,1.30721111933322,1.37597603605981,1.26926297192914,1.2848595502855,1.32318308817534
1.29357972338052,1.311046409374,1.38027184766295,1.27318540905588,1.28853938104848,1.3272895724284
1.29774926521488,1.31495689774125,1.38465265015065,1.27721848856818,1.2923208651367,1.33150057882454
1.30204110359128,1.31896762247687,1.38912953760789,1.28138245442742,1.29622272739022,1.33582796012365
1.30646363729594,1.32308078375564,1.39370709238702,1.28569063633395,1.3002475842737,1.34027033210918
1.31101288175859,1.32729513268365,1.39837979252339,1.29012451234589,1.30438305732139,1.34481830315061
1.31565924871368,1.33158629343966,1.40312734288148,1.29465396953667,1.30860087453146,1.34944439270987
1.32040141417547,1.33595129565101,1.40794550014691,1.29926686404095,1.31288853649419,1.35414031596437
1.32522411548695,1.34038707978777,1.41282031268755,1.30394029242883,1.31723451288645,1.35889526543827
1.33011541996449,1.34488293725285,1.4177442600609,1.30867041199199,1.3216324945836,1.36370504702763
1.33507366348333,1.34944312952345,1.4227118094459,1.31345860258217,1.32608661531632,1.36857477046989
1.34007425202042,1.35405007026846,1.42769997119073,1.31828889546441,1.33057614300676,1.37348042302475
1.34510400727949,1.35868665644528,1.43269491350634,1.32315873194828,1.33508827489365,1.37841216642539
1.35015373114207,1.36334330937151,1.43768563781758,1.32805789479453,1.33961135586173,1.38335614028997
1.35521996460343,1.36800929467783,1.4426662138663,1.33298981862288,1.34414127850357,1.38830774307086
1.36031274809217,1.37269239486767,1.44765414730463,1.33796131737226,1.34868672370776,1.39327574602127
1.36545156187597,1.37739330899572,1.45265056570274,1.3429935276971,1.35325561319878,1.39826788683467
1.37064757298118,1.38212525760092,1.45767402981047,1.34808612182428,1.35785828203128,1.40329643503029
1.37590675126355,1.38689177871218,1.46272129479772,1.35324360458013,1.36249676331351,1.4083625074376
1.38124565958823,1.39170595098484,1.46781279085888,1.35847894798766,1.3671879777008,1.41348366070165
1.38667011405299,1.39657508314293,1.47294987299915,1.36378852353296,1.37193784275717,1.41866822339844
1.39215167657343,1.40147919836493,1.47811042124381,1.36915773115546,1.37672474630276,1.423888762448
1.39769846990612,1.40642800220984,1.48329784903682,1.37458461503682,1.38155713780574,1.4291558035191
1.40330271181807,1.41141254343127,1.48850438272713,1.38006406991985,1.38642775194688,1.43445807377714
1.40893890770054,1.41641621892326,1.49370814339341,1.38557788026317,1.39131913826331,1.43977654613603
1.41459927456509,1.42142773814855,1.4988993689431,1.3911126155891,1.3962229250949,1.44510287511419
1.42025913385198,1.42642714034795,1.50405684865587,1.39665381192647,1.40111806943834,1.45041572333511
1.42591478574813,1.43140716033665,1.50917054073219,1.40219394943715,1.40599958208649,1.4557109628536
1.43155210759209,1.43635616083186,1.5142249890103,1.40771762780886,1.41084732368757,1.46097025851663
1.43718283621894,1.4412773030741,1.51923247559357,1.41324186482221,1.41567409769808,1.46620645969463
1.44276846284628,1.44613810700037,1.52416201647517,1.41872995983716,1.42043763195643,1.47138224946572
1.44833677258273,1.45095562081694,1.52903809180915,1.42419979877082,1.42516170927805,1.47652128547561
1.45385257686857,1.45569924532497,1.53382862816345,1.42962782320658,1.42981161854835,1.48159160387608
1.45933653893482,1.4603935445043,1.53856104384838,1.4350252113625,1.43441341910454,1.48661830340812
1.46477302872652,1.46502845350598,1.54321308627333,1.44038557623202,1.43895049095153,1.4915809748717
1.47016795711012,1.46961109787532,1.54779161647703,1.44571118460407,1.44343136333451,1.49648818488192
1.47551846480651,1.47413773520789,1.55228559866671,1.45100309020085,1.44785405517602,1.50133351932586
1.48083160178855,1.47861971736876,1.55670955247691,1.45626734798236,1.45222875934739,1.50612499518492
1.48610276571105,1.48304943936678,1.56104929663727,1.46150180692256,1.45655020413966,1.51085827799094
1.49133238871331,1.48743035146435,1.56530861916514,1.46670344259171,1.46081446193468,1.51552866996144
1.49651545551214,1.49175124446872,1.56947332062379,1.4718639138622,1.46501413614675,1.5201284696201
1.50164361365863,1.49600300737668,1.5735430104173,1.47697564977494,1.46914074840293,1.52465682367655
1.50671419990298,1.50018509258448,1.57751412958425,1.48203215018493,1.47318704997636,1.52910340070943
1.51171604029692,1.50428352705199,1.58137130403629,1.48702012220806,1.47714568089814,1.53346120127822
1.51664480489078,1.50829267731798,1.5851216103912,1.49193851576503,1.48101304606214,1.53773275578403
1.52148633125096,1.51220050202372,1.58875308416749,1.49677905133879,1.48477550315712,1.54190386891623
1.52623900275084,1.51599442579631,1.5922652384785,1.50153056427319,1.48842752313379,1.54597241141575
1.53087998158232,1.51966512187533,1.59563779155414,1.50617953334979,1.49195101656348,1.54991615271601
1.53543240313359,1.52322459943941,1.59889245644274,1.51073997640251,1.49536991781685,1.55376164021776
1.53987244420185,1.5266627534929,1.60200511042261,1.51519313312767,1.49866208954736,1.55747992937984
1.54421536263722,1.52998812911772,1.60499741674477,1.51955769802197,1.50183976950569,1.56108672487219
1.54846666897763,1.53321072516654,1.60785994466282,1.52382721771693,1.5049065301658,1.56458172378498
1.55262276121535,1.53632494289209,1.61060008998497,1.52800975272742,1.50786260462332,1.56796549036328
1.55668261587195,1.5393318609232,1.61320203784175,1.5321000202061,1.51070338870779,1.57123140295416
1.56064956331419,1.5422367054255,1.61568611756437,1.53610771133885,1.51344114454019,1.57439584147924
1.56451121591175,1.54502905732346,1.61803535280182,1.54001256356006,1.51605613787742,1.5774362149599
1.56825206688769,1.54769396747339,1.62023939730261,1.54381054468385,1.5185365388659,1.5803408243484
1.57186895765525,1.55022718079921,1.62230328379858,1.54749253637985,1.52088078198123,1.58311354452004
1.57536253876095,1.55262933596399,1.62422065365073,1.55105900871209,1.52308396252688,1.58574980901703
1.57872328180456,1.55489581131938,1.62598708565163,1.55449868337441,1.5251498234179,1.58825280184299
1.58192967786366,1.55701291938381,1.62758858510089,1.55779745835145,1.52705319533591,1.59059732453521
1.58500608178877,1.55899266868203,1.62903966031027,1.56097685444844,1.52881389125958,1.59280286656896
1.5879351464852,1.56082101833179,1.63033367357378,1.56402453486708,1.53042253667069,1.59486658610321
1.59071907699591,1.56251552719738,1.63147284772659,1.56693633049876,1.5318828169232,1.59678061603107
1.59336965693581,1.56406733996618,1.63246301056107,1.56973443033247,1.53320547297345,1.59856208784437
